ref,greek_phrase,lemma,morphology,chosen_rendering,alternate_renderings,rationale,status,reviewer
Isaiah 66:21,απ' αυτων λημψομαι εμοι ιερεις και λευιτας,λαμβάνω | ἱερεύς | Λευίτης,priests/Levites from nations phrase,from them I will take for myself priests and Levites,from them I will take for myself priests and Levites,Reviewed and retained the LXX priests/Levites wording.,reviewed,codex
Isaiah 66:22,ο ουρανος καινος και η γη καινη α εγω ποιω μενει ενωπιον μου,οὐρανός | καινός | γῆ | ποιέω | μένω,new-heaven/new-earth standing phrase,the new heaven and the new earth which I make remain before me,new heaven and new earth which I make remain before me,English supplies articles for the Greek articular phrase.,reviewed,codex
Isaiah 66:23,μηνα εκ μηνος και σαββατον εκ σαββατου ηξει πασα σαρξ,μήν | σάββατον | σάρξ | προσκυνέω,month/Sabbath worship phrase,from month to month and Sabbath to Sabbath,from month to month and Sabbath to Sabbath,Reviewed and retained the Greek month-to-month wording rather than importing new moon.,reviewed,codex
Isaiah 66:24,τα κωλα των ανθρωπων των παραβεβηκοτων εν εμοι ... σκωληξ ... πυρ ... ορασιν παση σαρκι,κῶλον | ἄνθρωπος | παραβαίνω | σκώληξ | πῦρ | ὅρασις | σάρξ,worm/fire spectacle phrase,limbs of the men ... worm will not end ... fire will not be quenched,limbs of the men ... worm will not end ... fire will not be quenched,Reviewed and retained the LXX limbs/spectacle wording.,reviewed,codex
Jeremiah 1:1,το ρημα του θεου ... ιερεμιαν τον του χελκιου εκ των ιερεων ος κατωκει εν αναθωθ,ῥῆμα | θεός | Ἰερεμίας | Χελκίου | ἱερεύς | κατοικέω | Ἀναθώθ,title/anathoth-priest phrase,Jeremiah son of Hilkiah from the priests who dwelt in Anathoth,Jeremiah son of Hilkiah from the priests dwelling in Anathoth,English makes the relative clause explicit.,reviewed,codex
Jeremiah 1:2,εν ταις ημεραις ιωσια ... ετους τρισκαιδεκατου εν τη βασιλεια αυτου,ἡμέρα | Ἰωσίας | ἔτος | τρισκαιδέκατος | βασιλεία,date formula,in the thirteenth year of his reign,in thirteenth year of his reign,English supplies the before ordinal year.,reviewed,codex
Jeremiah 1:3,εως ενδεκατου ετους σεδεκια ... εως της αιχμαλωσιας ιερουσαλημ,ἕως | ἑνδέκατος | Σεδεκίας | αἰχμαλωσία | Ἰερουσαλήμ,jehoiakim/zedekiah captivity date,until the eleventh year ... until the captivity of Jerusalem,until eleventh year ... until captivity of Jerusalem,English supplies articles before eleventh year and captivity.,reviewed,codex
Jeremiah 1:5,προ του με πλασαι σε εν κοιλια ... προ του σε εξελθειν εκ μητρας ... προφητην εις εθνη,πλάσσω | κοιλία | ἐπίσταμαι | μήτρα | ἁγιάζω | προφήτης | ἔθνος,womb/prophet-to-nations call,before I formed you in the womb ... prophet to nations,before I formed you in womb ... prophet to nations,English supplies the before womb while retaining prophet to nations.,reviewed,codex
Jeremiah 1:6,ω δεσποτα κυριε ιδου ουκ επισταμαι λαλειν οτι νεωτερος εγω ειμι,δεσπότης | κύριος | ἰδού | λαλέω | νεώτερος,too-young objection,O Master Lord behold I do not know how to speak because I am too young,O Master Lord see I do not know how to speak because I am younger one,English uses behold for ἰδού and renders νεώτερος idiomatically as too young.,reviewed,codex
Jeremiah 1:7,μη λεγε οτι νεωτερος εγω ειμι ... προς παντας ους εαν εξαποστειλω σε πορευση,νεώτερος | ἐξαποστέλλω | πορεύω | ἐντέλλω | λαλέω,commission despite youth,Do not say I am too young ... to all to whom I send you you will go,Do not say I am younger one ... to all to whom I send you,English renders νεώτερος idiomatically as too young and retains the all-to-whom structure.,reviewed,codex
Jeremiah 1:8,μη φοβηθης απο προσωπου αυτων ... μετα σου εγω ειμι του εξαιρεισθαι σε,φοβέω | πρόσωπον | ἐξαιρέω,do-not-fear deliverance,Do not fear before their face ... I am with you to deliver you,Do not fear before their face ... I am with you to deliver you,Reviewed and retained the face/deliverance wording.,reviewed,codex
Jeremiah 1:9,ιδου δεδωκα τους λογους μου εις το στομα σου,ἰδού | δίδωμι | λόγος | στόμα,mouth-word commissioning,Behold I have given my words into your mouth,See I have given my words into your mouth,English uses Behold for ἰδού and keeps words-into-mouth imagery.,reviewed,codex
Jeremiah 1:10,ιδου κατεστακα σε σημερον επι εθνη και βασιλειας ... ανοικοδομειν και καταφυτευειν,ἰδού | καθίστημι | ἔθνος | βασιλεία | ἐκριζόω | κατασκάπτω | ἀνοικοδομέω | καταφυτεύω,nations/kingdoms commission,root up and dig down and destroy and rebuild and plant,root up and dig down and destroy and build and plant,English uses Behold for ἰδού and renders ἀνοικοδομεῖν as rebuild.,reviewed,codex
Jeremiah 1:11,τι συ ορας ιερεμια ... βακτηριαν καρυινην,ὁράω | Ἰερεμίας | βακτηρία | καρύινος,almond-wood staff vision,a staff of almond wood,staff of almond tree,English supplies a and renders καρυινην as almond wood.,reviewed,codex
Jeremiah 1:12,καλως εωρακας διοτι εγρηγορα εγω επι τους λογους μου του ποιησαι αυτους,καλῶς | ὁράω | γρηγορέω | λόγος | ποιέω,watched-over-words wordplay,you have seen well ... I have watched over my words to perform them,you saw well ... I keep watch over my words to do them,English uses have watched and perform them for the Greek perfect and ποιῆσαι idiom.,reviewed,codex
Jeremiah 1:13,τι συ ορας ... λεβητα υποκαιομενον ... προσωπον ... βορρα,ὁράω | λέβης | ὑποκαίω | πρόσωπον | βορρᾶς,boiling-cauldron/north-face vision,a boiling cauldron ... face from the face of the north,boiling cauldron ... face from face of north,English supplies a/the while retaining the repeated face wording.,reviewed,codex
Jeremiah 1:14,απο προσωπου βορρα εκκαυθησεται τα κακα ... τους κατοικουντας την γην,πρόσωπον | βορρᾶς | ἐκκαίω | κακός | κατοικέω | γῆ,north-evils-kindled line,from the face of the north evils will be kindled,from face of north evils will burn out,English supplies articles and uses kindled for ἐκκαυθήσεται.,reviewed,codex
Jeremiah 1:15,ιδου εγω συγκαλω πασας τας βασιλειας απο βορρα της γης ... προθυρα των πυλων ιερουσαλημ,ἰδού | συγκαλέω | βασιλεία | βορρᾶς | γῆ | πρόθυρον | πύλη | Ἰερουσαλήμ,northern-kingdoms/thrones line,behold I call all the kingdoms from the north of the earth ... entrances of the gates,see I call all kingdoms from north of earth ... entrances of gates,English uses Behold for ἰδού and supplies articles for kingdoms/north/earth/gates/cities.,reviewed,codex
Jeremiah 1:16,λαλησω προς αυτους μετα κρισεως ... εθυσαν θεοις αλλοτριοις ... τοις εργοις των χειρων αυτων,λαλέω | κρίσις | κακία | θύω | θεός | ἀλλότριος | ἔργον | χείρ,judgment/foreign-gods line,worshiped the works of their hands,worshiped works of their hands,English supplies the before works of their hands.,reviewed,codex
Jeremiah 1:17,περιζωσαι την οσφυν σου ... μη φοβηθης ... μηδε πτοηθης,περιζώννυμι | ὀσφύς | ἀνίστημι | φοβέω | πτοέω,gird-waist/do-not-fear line,gird your waist ... do not fear ... nor be terrified,gird your waist ... do not fear ... nor be broken,English renders πτοηθῇς as be terrified rather than be broken.,reviewed,codex
Jeremiah 1:18,ιδου τεθεικα σε ... ως πολιν οχυραν και ως τειχος χαλκουν οχυρον,ἰδού | τίθημι | πόλις | ὀχυρός | τεῖχος | χάλκεος,fortified-city/bronze-wall line,Behold I have made you ... as a fortified city and as a strong bronze wall,See I have made you ... as fortified city and as strong bronze wall,English uses Behold for ἰδού and supplies articles.,reviewed,codex
Jeremiah 1:19,πολεμησουσιν σε και ου μη δυνωνται προς σε ... μετα σου εγω ειμι,πολεμέω | δύναμαι | ἐξαιρέω,fight-not-prevail promise,fight against you and will certainly not prevail,fight you and will not prevail,English supplies against and certainly for οὐ μή.,reviewed,codex
Jeremiah 2:2,εμνησθην ελεους νεοτητος σου και αγαπης τελειωσεως σου του εξακολουθησαι σε τω αγιω ισραηλ,μιμνήσκω | ἔλεος | νεότης | ἀγάπη | τελείωσις | ἐξακολουθέω | ἅγιος | Ἰσραήλ,youth-mercy/completion-love line,I remembered the mercy of your youth and the love of your completion when you followed the Holy One of Israel,I remembered mercy of your youth and love of your completion your following the Holy One of Israel,English supplies articles and makes the following clause temporal.,reviewed,codex
Jeremiah 2:3,αγιος ισραηλ τω κυριω αρχη γενηματων αυτου παντες οι εσθοντες αυτον πλημμελησουσιν,ἅγιος | Ἰσραήλ | κύριος | ἀρχή | γέννημα | ἐσθίω | πλημμελέω,Israel-holy/firstfruits line,Israel was holy to the Lord the firstfruits of his produce ... will be guilty,Israel holy to the Lord firstfruits of his produce ... will offend,English supplies was/the and renders πλημμελήσουσιν as will be guilty.,reviewed,codex
Jeremiah 2:4,ακουσατε λογον κυριου οικος ιακωβ και πασα πατρια οικου ισραηλ,ἀκούω | λόγος | κύριος | οἶκος | Ἰακώβ | πατριά | Ἰσραήλ,house-Jacob/hear-word line,Hear the word of the Lord house of Jacob,Hear the word of the Lord house of Jacob,Reviewed and retained the direct-address structure.,reviewed,codex
Jeremiah 2:5,τι ευροσαν οι πατερες υμων εν εμοι πλημμελημα ... οπισω των ματαιων και εματαιωθησαν,εὑρίσκω | πατήρ | πλημμέλημα | ἀφίστημι | μάταιος | ματαιόω,worthless-things wordplay,went after worthless things and became worthless,went after vanities and became vain,English uses worthless/worthless to preserve the μάταιος wordplay in contemporary English.,reviewed,codex
Jeremiah 2:6,που εστιν κυριος ο αναγαγων ημας εκ γης αιγυπτου ... εν γη απειρω και αβατω,κύριος | ἀνάγω | γῆ | Αἴγυπτος | καθοδηγέω | ἔρημος | ἄπειρος | ἄβατος | ἄνυδρος | ἄκαρπος,wilderness-land description,an unbounded and untrodden land ... a waterless and fruitless land,boundless and untrodden land ... waterless and fruitless land,English supplies articles and keeps the stacked wilderness descriptors.,reviewed,codex
Jeremiah 2:7,εισηγαγον υμας εις τον καρμηλον ... την κληρονομιαν μου εθεσθε εις βδελυγμα,εἰσάγω | Κάρμηλος | καρπός | ἀγαθός | γῆ | κληρονομία | βδέλυγμα,Carmel/abomination line,brought you into Carmel ... made my inheritance an abomination,brought you into Carmel ... made my inheritance abomination,English supplies an before abomination and retains Carmel for τὸν καρμηλον.,reviewed,codex
Jeremiah 2:8,οι ιερεις ουκ ειπαν ... οι αντεχομενοι του νομου ... οι προφηται επροφητευον τη βααλ,ἱερεύς | ἀντέχω | νόμος | ποιμήν | ἀσεβέω | προφήτης | Βαάλ | ἀνωφελής,priests/law/shepherds/prophets indictment,the priests ... those holding the law ... prophets prophesied by Baal,priests ... those holding law ... prophets prophesied by Baal,English supplies articles before the listed groups and the law.,reviewed,codex
Jeremiah 2:9,ετι κριθησομαι προς υμας ... προς τους υιους των υιων υμων κριθησομαι,ἔτι | κρίνω | υἱός,still-enter-judgment line,I will still enter judgment with you ... with the sons of your sons,I will still enter judgment with you ... with the sons of your sons,Reviewed and retained the judgment formula.,reviewed,codex
Jeremiah 2:10,διελθετε εις νησους χεττιιμ ... εις κηδαρ αποστειλατε και νοησατε σφοδρα,διέρχομαι | νῆσος | Χεττιιμ | Κηδαρ | ἀποστέλλω | νοέω | σφόδρα,Kittim/Kedar comparison command,pass over to the islands of Kittim ... send to Kedar ... consider carefully,pass to islands of Kittim ... send to Kedar ... understand greatly,English supplies over/the and renders νοήσατε σφόδρα as consider carefully.,reviewed,codex
Jeremiah 2:11,ει αλλαξονται εθνη θεους αυτων ... ο λαος μου ηλλαξατο την δοξαν αυτου,ἀλλάσσω | ἔθνος | θεός | λαός | δόξα | ὠφελέω,gods/glory exchange line,Will nations change their gods ... exchanged its glory for that from which they will not profit,If nations will change their gods ... changed its glory for what will not profit,English shapes the rhetorical question and keeps the glory/profit contrast.,reviewed,codex
Jeremiah 2:12,εξεστη ο ουρανος επι τουτω και εφριξεν επι πλειον σφοδρα,ἐξίστημι | οὐρανός | φρίσσω | πλείων | σφόδρα,heaven-astonished line,The heaven was astonished at this and shuddered very greatly,Heaven was amazed at this and shuddered exceedingly greatly,English supplies the for οὐρανός and smooths the intensifier.,reviewed,codex
Jeremiah 2:13,δυο πονηρα εποιησεν ο λαος μου ... πηγην υδατος ζωης ... λακκους συντετριμμενους,δύο | πονηρός | λαός | ἐγκαταλείπω | πηγή | ὕδωρ | ζωή | ὀρύσσω | λάκκος | συντρίβω,living-water/broken-cisterns line,abandoned me a fountain of living water ... broken cisterns that cannot hold water,abandoned me fountain of living water ... broken cisterns that cannot hold water,English supplies a before fountain and keeps living water/cistern imagery.,reviewed,codex
Jeremiah 2:14,μη δουλος εστιν ισραηλ η οικογενης εστιν ... εις προνομην εγενετο,δοῦλος | Ἰσραήλ | οἰκογενής | προνομή,slave/homeborn/plunder question,"Is Israel a slave, or is he homeborn? Why has he become plunder?",Is Israel slave or household-born? Why has he become plunder?,English supplies articles and renders οἰκογενής as homeborn.,reviewed,codex
Jeremiah 2:15,επ' αυτον ωρυοντο λεοντες ... αι πολεις αυτου κατεσκαφησαν παρα το μη κατοικεισθαι,ὠρύομαι | λέων | φωνή | γῆ | ἔρημος | πόλις | κατασκάπτω | κατοικέω,lions/desolation line,Lions roared against him ... cities were torn down so that they are not inhabited,Lions roared over him ... cities were torn down so that none dwell,English uses against for ἐπ' αὐτόν and makes the not-inhabited clause explicit.,reviewed,codex
Jeremiah 2:16,υιοι μεμφεως και ταφνας εγνωσαν σε και κατεπαιζον σου,υἱός | Μέμφις | Ταφνας | γινώσκω | καταπαίζω,Memphis/Tahpanhes mockery line,sons of Memphis and Tahpanhes knew you and mocked you,sons of Memphis and Tahpanhes knew you and mocked you,Reviewed and retained the LXX knew you and mocked you wording.,reviewed,codex
Jeremiah 2:17,ουχι ταυτα εποιησεν σοι το καταλιπειν σε εμε,ποιέω | καταλείπω | κύριος | θεός,abandoning-caused-trouble line,Did not your abandoning me do these things to you?,Did not these things do this to you your abandoning me?,English recasts the Greek infinitive clause so the cause is clear.,reviewed,codex
Jeremiah 2:18,τι σοι και τη οδω αιγυπτου ... υδωρ γηων ... οδω ασσυριων ... υδωρ ποταμων,ὁδός | Αἴγυπτος | πίνω | ὕδωρ | Γηων | Ἀσσύριος | ποταμός,Egypt/Assyria-water question,what have you to do with the way of Egypt ... way of the Assyrians,what to you and way of Egypt ... way of Assyrians,English renders the Semitic-style Greek idiom as what have you to do with.,reviewed,codex
Jeremiah 2:19,παιδευσει σε η αποστασια σου ... πικρον σοι το καταλιπειν σε εμε,παιδεύω | ἀποστασία | κακία | ἐλέγχω | πικρός | καταλείπω | εὐδοκέω,apostasy-discipline/bitter-abandoning line,your abandoning me is bitter to you ... I did not take pleasure in you,bitter to you your abandoning me ... I took no pleasure in you,English makes the bitter clause grammatical and keeps apostasy discipline language.,reviewed,codex
Jeremiah 2:20,απ' αιωνος συνετριψας τον ζυγον σου ... εκει διαχυθησομαι εν τη πορνεια μου,αἰών | συντρίβω | ζυγός | δεσμός | δουλεύω | πορνεία,yoke/bonds/prostitution line,from of old ... spread myself out in my prostitution,from age ... sprawl in my prostitution,English renders απ' αιωνος as from of old and διαχυθήσομαι as spread myself out.,reviewed,codex
Jeremiah 2:21,εφυτευσα σε αμπελον καρποφορον πασαν αληθινην ... η αμπελος η αλλοτρια,φυτεύω | ἄμπελος | καρποφόρος | ἀληθινός | πικρία | ἀλλότριος,fruitful-true/foreign-vine line,planted you as a fruitful vine wholly true ... the foreign vine,planted you fruitful vine wholly true ... foreign vine,English supplies as/a/the while retaining vine contrast.,reviewed,codex
Jeremiah 2:22,εαν αποπλυνη εν νιτρω ... κεκηλιδωσαι εν ταις αδικιαις σου,ἀποπλύνω | νίτρον | πληθύνω | πόα | κηλιδόω | ἀδικία,niter/soap-stained line,stained by your injustices,stained in your injustices,English uses by for the source of the stain.,reviewed,codex
Jeremiah 2:23,ιδε τας οδους σου εν τω πολυανδριω ... οψε φωνη αυτης ωλολυξεν,μιαίνω | Βαάλ | ὁδός | πολυάνδριον | φωνή | ὀλολύζω,burial-ground/Baal line,See your ways in the burial ground ... At evening her voice wailed,See your ways in burial valley ... Last evening her voice wailed,English renders πολυανδρίῳ as burial ground and οψε as at evening.,reviewed,codex
Jeremiah 2:24,επλατυνεν εφ' υδατα ερημου ... επνευματοφορειτο παρεδοθη ... εν τη ταπεινωσει αυτης,πλατύνω | ὕδωρ | ἔρημος | ἐπιθυμία | ψυχή | πνευματοφορέω | παραδίδωμι | ταπείνωσις,wind-borne/desire image,wind-borne given over ... in her humiliation,wind-borne given over ... in her humiliation,Reviewed and retained the difficult LXX image language.,reviewed,codex
Jeremiah 2:25,αποστρεψον τον ποδα σου απο οδου τραχειας ... τον φαρυγγα σου απο διψους,ἀποστρέφω | πούς | ὁδός | τραχύς | φάρυγξ | δίψος | ἀνδρίζομαι | ἀλλότριος,rough-way/thirst warning,Turn your foot from a rough way and your throat from thirst,Turn your foot from rough way and your throat from thirst,English supplies a before rough way.,reviewed,codex
Jeremiah 2:26,ως αισχυνη κλεπτου οταν αλω ... ουτως αισχυνθησονται οι υιοι ισραηλ,αἰσχύνη | κλέπτης | ἁλίσκομαι | αἰσχύνω | υἱός | Ἰσραήλ,thief-shame line,As the shame of a thief when caught so the sons of Israel will be shamed,As shame of thief when caught so sons of Israel will be shamed,English supplies articles for readable comparison.,reviewed,codex
Jeremiah 2:27,τω ξυλω ειπαν ... τω λιθω ... εστρεψαν επ' εμε νωτα και ου προσωπα,ξύλον | πατήρ | λίθος | γεννάω | νῶτον | πρόσωπον | καιρός | κακός,tree/stone/back-not-face line,To a tree ... to a stone ... turned their backs to me and not their faces,To tree ... to stone ... turned to me backs and not faces,English supplies articles and clarifies the backs-not-faces idiom.,reviewed,codex
Jeremiah 2:28,που εισιν οι θεοι σου ... κατ' αριθμον των πολεων σου ... διοδων της ιερουσαλημ εθυον τη βααλ,θεός | ποιέω | ἀνίστημι | σώζω | κακώσις | ἀριθμός | πόλις | Ἰερουσαλήμ | Βαάλ,gods-by-city/street count line,according to the number of your cities ... number of the streets of Jerusalem,according to the number of your cities ... number of streets of Jerusalem,English supplies the before streets and adds punctuation around the conditional.,reviewed,codex
Jeremiah 2:29,ινα τι λαλειτε προς με ... ησεβησατε ... ηνομησατε εις εμε,λαλέω | ἀσεβέω | ἀνομέω,lawless-against-me line,acted ungodly and lawlessly toward me,acted ungodly and lawlessly against me,English uses toward for εἰς ἐμέ while retaining the charge.,reviewed,codex
Jeremiah 2:30,ματην επαταξα τα τεκνα υμων ... μαχαιρα κατεφαγεν τους προφητας υμων ως λεων ολεθρευων,μάτην | πατάσσω | τέκνον | παιδεία | μάχαιρα | κατεσθίω | προφήτης | λέων | ὀλεθρεύω,sword-devoured-prophets line,A sword devoured your prophets like a destroying lion,Sword devoured your prophets like destroying lion,English supplies articles for the sword/lion image.,reviewed,codex
Jeremiah 2:31,μη ερημος εγενομην τω ισραηλ η γη κεχερσωμενη ... ου κυριευθησομεθα,ἔρημος | γῆ | χερσόω | λαός | κυριεύω,wilderness/land-laid-waste question,Did I become a wilderness to Israel or a land laid waste?,Did I become wilderness to Israel or land laid waste?,English supplies articles for the paired land images.,reviewed,codex
Jeremiah 2:32,μη επιλησεται νυμφη τον κοσμον αυτης και παρθενος την στηθοδεσμιδα αυτης,ἐπιλανθάνομαι | νύμφη | κόσμος | παρθένος | στηθοδεσμίς,bride/virgin ornament question,Will a bride forget her ornament or a virgin her breast-band?,Will bride forget her ornament and virgin her breast-band?,English supplies articles and uses or for the paired rhetorical question.,reviewed,codex
Jeremiah 2:33,τι ετι καλον επιτηδευσεις εν ταις οδοις σου του ζητησαι αγαπησιν,καλός | ἐπιτηδεύω | ὁδός | ζητέω | ἀγάπησις | πονηρεύω | μιαίνω,ways-beautiful/love-seeking line,make your ways beautiful to seek love,make your ways look good to seek love,English uses beautiful for καλόν and smooths the defiling clause.,reviewed,codex
Jeremiah 2:34,εν ταις χερσιν σου ευρεθησαν αιματα ψυχων αθωων ... επι παση δρυι,χείρ | αἷμα | ψυχή | ἀθῷος | διόρυγμα | δρῦς,bloods/innocent-souls/oak line,bloods of innocent souls ... under every oak,bloods of innocent souls ... under every oak,Reviewed and retained the plural bloods and oak wording.,reviewed,codex
Jeremiah 2:35,αθωος ειμι ... αποστραφητω ο θυμος αυτου ... ιδου εγω κρινομαι προς σε,ἀθῷος | ἀποστρέφω | θυμός | ἰδού | κρίνω | ἁμαρτάνω,innocent/judgment line,let his wrath be turned from me ... Behold I enter judgment with you,let his wrath turn from me ... See I enter judgment with you,English uses Behold for ἰδού and passive be turned for ἀποστραφήτω.,reviewed,codex
Jeremiah 2:36,τι κατεφρονησας σφοδρα του δευτερωσαι τας οδους σου ... απο αιγυπτου ... απο ασσουρ,καταφρονέω | σφόδρα | δευτερόω | ὁδός | Αἴγυπτος | καταισχύνω | Ασσουρ,Egypt/Assyria shame line,greatly despise repeating your ways ... Egypt ... Assyria,despise greatly repeating your ways ... Egypt ... Assyria,English places the adverb before despise.,reviewed,codex
Jeremiah 2:37,εντευθεν εξελευση και αι χειρες σου επι της κεφαλης σου ... απωσατο κυριος την ελπιδα σου,ἐντεῦθεν | ἐξέρχομαι | χείρ | κεφαλή | ἀπωθέω | κύριος | ἐλπίς | εὐοδόω,hands-on-head/rejected-hope line,go out with your hands upon your head ... the Lord rejected your hope,go out and your hands upon your head ... the Lord rejected your hope,English supplies with for the shame posture idiom.,reviewed,codex
Jeremiah 3:1,εαν εξαποστειλη ανηρ την γυναικα αυτου ... συ εξεπορνευσας εν ποιμεσιν πολλοις,ἐξαποστέλλω | ἀνήρ | γυνή | ἀνακάμπτω | μιαίνω | ἐκπορνεύω | ποιμήν,divorce/returning-many-shepherds line,If a husband sends away his wife ... will she by returning return ... many shepherds,If husband sends away his wife ... by returning will she return ... many shepherds,English supplies articles and keeps the repeated returning verb.,reviewed,codex
Jeremiah 3:2,αρον εις ευθειαν τους οφθαλμους σου ... ωσει κορωνη ερημουμενη,αἴρω | εὐθεῖα | ὀφθαλμός | ἐκφύρω | ὁδός | κορώνη | ἐρημόω,straight-ahead/crow-desolation line,Lift your eyes straight ahead ... like a crow in desolation,Lift your eyes to straight places ... like crow in desolation,English smooths the eye-lifting idiom and supplies a before crow.,reviewed,codex
Jeremiah 3:3,εσχες ποιμενας πολλους εις προσκομμα σεαυτη ... οψις πορνης,ποιμήν | πρόσκομμα | ὄψις | πόρνη | ἀναισχυντέω,many-shepherds/stumbling line,many shepherds as a stumbling-block for yourself,many shepherds for stumbling to yourself,English makes the stumbling idiom readable while retaining shepherds.,reviewed,codex
Jeremiah 3:4,ουχ ως οικον με εκαλεσας και πατερα και αρχηγον της παρθενιας σου,οἶκος | καλέω | πατήρ | ἀρχηγός | παρθενία,house/father/leader address,call me house and father and leader of your virginity,call me as house and father and leader of your virginity,English removes as while retaining the unusual LXX title sequence.,reviewed,codex
Jeremiah 3:5,μη διαμενει εις τον αιωνα η διαφυλαχθησεται εις νεικος ... ιδου ελαλησας,διαμένω | αἰών | διαφυλάσσω | νεῖκος | ἰδού | λαλέω | πονηρός | δύναμαι,forever/hostility line,be kept for hostility ... Behold you spoke,be kept into hostility ... See you spoke,English uses Behold for ἰδού and for hostility as smoother idiom.,reviewed,codex
Jeremiah 3:6,εν ταις ημεραις ιωσια του βασιλεως ... η κατοικια του ισραηλ ... υποκατω παντος ξυλου αλσωδους,ἡμέρα | Ἰωσίας | βασιλεύς | κατοικία | Ἰσραήλ | ὄρος | ξύλον | ἀλσώδης,Josiah/dwelling-Israel line,in the days of King Josiah ... the dwelling of Israel ... every leafy tree,in the days of King Josiah ... dwelling of Israel ... every leafy tree,English supplies the before dwelling of Israel.,reviewed,codex
Jeremiah 3:7,μετα το πορνευσαι αυτην ταυτα παντα προς με αναστρεψον ... ασυνθετος ιουδα,πορνεύω | ἀναστρέφω | ἀσύνθετος | Ἰούδα,faithless-Judah-saw line,after she did all these prostitutions ... faithless Judah saw her faithlessness,after her doing all these prostitutions ... faithless Judah saw her faithlessness,English turns the participial phrase into a finite clause.,reviewed,codex
Jeremiah 3:8,εξαπεστειλα αυτην και εδωκα αυτη βιβλιον αποστασιου ... ασυνθετος ιουδα,ἐξαποστέλλω | βιβλίον | ἀποστάσιον | χείρ | φοβέω | ἀσύνθετος | μοιχάω,bill-of-divorce line,gave her a bill of divorce into her hands,gave her bill of divorce into her hands,English supplies a before bill of divorce.,reviewed,codex
Jeremiah 11:1,ὁ λόγος ὁ γενόμενος παρὰ κυρίου,λόγος | γίνομαι | κύριος,word-came formula,The word that came from the Lord,Word that came from the Lord,English supplies the article in the prophetic word formula.,reviewed,codex
Jeremiah 11:2,τοὺς λόγους τῆς διαθήκης ταύτης,λόγος | διαθήκη,words-of-covenant line,the words of this covenant,words of this covenant,English supplies the article before words.,reviewed,codex
Jeremiah 11:3,ἐπικατάρατος ὁ ἄνθρωπος,ἐπικατάρατος | ἄνθρωπος,cursed-man line,Cursed is the man,Cursed man,English supplies is in the curse formula.,reviewed,codex
Jeremiah 11:4,ἐκ καμίνου τῆς σιδηρᾶς,κάμινος | σίδηρος,iron-furnace line,from an iron furnace,from iron furnace,English supplies an before iron furnace.,reviewed,codex
Jeremiah 11:5,γῆν ῥέουσαν γάλα καὶ μέλι,γῆ | ῥέω | γάλα | μέλι,land-flowing-milk-honey line,a land flowing with milk and honey,land flowing with milk and honey,English supplies a before land.,reviewed,codex
Jeremiah 11:6,ἀκούσατε τοὺς λόγους τῆς διαθήκης ταύτης,ἀκούω | λόγος | διαθήκη,hear-covenant-words line,Hear the words of this covenant,Hear words of this covenant,English supplies the before words.,reviewed,codex
Jeremiah 11:9,σύνδεσμος ἐν ἀνδράσιν Ιουδα,σύνδεσμος | ἀνήρ | Ιουδα,conspiracy-men-of-Judah line,a conspiracy was found among the men of Judah,a conspiracy was found among men of Judah,English supplies the before men of Judah.,reviewed,codex
Jeremiah 11:10,ἐπεστράφησαν ἐπὶ τὰς ἀδικίας τῶν πατέρων αὐτῶν,ἐπιστρέφω | ἀδικία | πατήρ,turned-back-to-former-injustices line,turned back to the injustices of their former fathers,turned back to injustices of their former fathers,English supplies the before injustices.,reviewed,codex
Jeremiah 11:12,πρὸς τοὺς θεοὺς οἷς αὐτοὶ θυμιῶσιν,θεός | θυμιάω,false-gods-cry line,cry to the gods to whom they burn incense,cry to gods to whom they burn incense,English supplies the before gods.,reviewed,codex
Jeremiah 11:14,ἐπικαλοῦνταί με,ἐπικαλέω,call-upon line,call upon me,call on me,English uses call upon for ἐπικαλέω to preserve the worship/invocation formula.,reviewed,codex
Jeremiah 11:15,τί ἡ ἠγαπημένη ἐν τῷ οἴκῳ μου ἐποίησεν βδέλυγμα,ἀγαπάω | οἶκος | ποιέω | βδέλυγμα,beloved-house-abomination line,Why has my beloved done abomination in my house?,What did my beloved do in my house? She did abomination.,English keeps the question as one clause rather than splitting it.,reviewed,codex
Jeremiah 11:16,ἐλαίαν ὡραίαν εὔσκιον τῷ εἴδει,ἐλαία | ὡραῖος | εὔσκιος | εἶδος,beautiful-olive-tree line,A beautiful olive tree fair in appearance the Lord called your name,The Lord called your name Beautiful olive tree fair in appearance,English fronting keeps the Greek olive-tree image prominent.,reviewed,codex
Jeremiah 11:17,ἀντὶ τῆς κακίας οἴκου Ισραηλ καὶ οἴκου Ιουδα,κακία | οἶκος | Ισραηλ | Ιουδα,evil-of-house line,because of the evil of the house of Israel and the house of Judah,because of evil of the house of Israel and the house of Judah,English supplies the before evil.,reviewed,codex
Jeremiah 11:19,ὡς ἀρνίον ἄκακον ἀγόμενον τοῦ θύεσθαι,ἀρνίον | ἄκακος | ἄγω | θύω,innocent-lamb line,like an innocent lamb led to be sacrificed,like innocent lamb led to be sacrificed,English supplies an before innocent lamb.,reviewed,codex
