ref,book_code,book_name,chapter,verse,greek_text,transliteration,literal_gloss,syntax_notes,draft_translation
Jeremiah 23:22,JER,Jeremiah,23,22,και ει εστησαν εν τη υποστασει μου και εισηκουσαν των λογων μου και τον λαον μου αν απεστρεφον αυτους απο των πονηρων επιτηδευματων αυτων,,,,
Jeremiah 23:23,JER,Jeremiah,23,23,θεος εγγιζων εγω ειμι λεγει κυριος και ουχι θεος πορρωθεν,,,,
Jeremiah 23:24,JER,Jeremiah,23,24,ει κρυβησεται ανθρωπος εν κρυφαιοις και εγω ουκ οψομαι αυτον μη ουχι τον ουρανον και την γην εγω πληρω λεγει κυριος,,,,
Jeremiah 23:25,JER,Jeremiah,23,25,ηκουσα α λαλουσιν οι προφηται α προφητευουσιν επι τω ονοματι μου ψευδη λεγοντες ηνυπνιασαμην ενυπνιον,,,,
Jeremiah 23:26,JER,Jeremiah,23,26,εως ποτε εσται εν καρδια των προφητων των προφητευοντων ψευδη και εν τω προφητευειν αυτους τα θεληματα καρδιας αυτων,,,,
Jeremiah 23:27,JER,Jeremiah,23,27,των λογιζομενων του επιλαθεσθαι του νομου μου εν τοις ενυπνιοις αυτων α διηγουντο εκαστος τω πλησιον αυτου καθαπερ επελαθοντο οι πατερες αυτων του ονοματος μου εν τη βααλ,,,,
Jeremiah 23:28,JER,Jeremiah,23,28,ο προφητης εν ω το ενυπνιον εστιν διηγησασθω το ενυπνιον αυτου και εν ω ο λογος μου προς αυτον διηγησασθω τον λογον μου επ' αληθειας τι το αχυρον προς τον σιτον ουτως οι λογοι μου λεγει κυριος,,,,
Jeremiah 23:29,JER,Jeremiah,23,29,ουχι οι λογοι μου ωσπερ πυρ φλεγον λεγει κυριος και ως πελυξ κοπτων πετραν,,,,
Jeremiah 23:30,JER,Jeremiah,23,30,δια τουτο ιδου εγω προς τους προφητας λεγει κυριος ο θεος τους κλεπτοντας τους λογους μου εκαστος παρα του πλησιον αυτου,,,,
Jeremiah 23:31,JER,Jeremiah,23,31,ιδου εγω προς τους προφητας τους εκβαλλοντας προφητειας γλωσσης και νυσταζοντας νυσταγμον εαυτων,,,,
Jeremiah 23:32,JER,Jeremiah,23,32,ιδου εγω προς τους προφητας τους προφητευοντας ενυπνια ψευδη και διηγουντο αυτα και επλανησαν τον λαον μου εν τοις ψευδεσιν αυτων και εν τοις πλανοις αυτων και εγω ουκ απεστειλα αυτους και ουκ ενετειλαμην αυτοις και ωφελειαν ουκ ωφελησουσιν τον λαον τουτον,,,,
Jeremiah 23:33,JER,Jeremiah,23,33,και εαν ερωτησωσι σε ο λαος ουτος η ιερευς η προφητης λεγων τι το λημμα κυριου και ερεις αυτοις υμεις εστε το λημμα και ραξω υμας λεγει κυριος,,,,
Jeremiah 23:34,JER,Jeremiah,23,34,και ο προφητης και ο ιερευς και ο λαος οι αν ειπωσιν λημμα κυριου και εκδικησω τον ανθρωπον εκεινον και τον οικον αυτου,,,,
Jeremiah 23:35,JER,Jeremiah,23,35,οτι ουτως ερειτε εκαστος προς τον πλησιον αυτου και εκαστος προς τον αδελφον αυτου τι απεκριθη κυριος και τι ελαλησεν κυριος,,,,
Jeremiah 23:36,JER,Jeremiah,23,36,και λημμα κυριου μη ονομαζετε ετι οτι το λημμα τω ανθρωπω εσται ο λογος αυτου,,,,
Jeremiah 23:37,JER,Jeremiah,23,37,και δια τι ελαλησεν κυριος ο θεος ημων,,,,
Jeremiah 23:38,JER,Jeremiah,23,38,δια τουτο ταδε λεγει κυριος ο θεος ανθ' ων ειπατε τον λογον τουτον λημμα κυριου και απεστειλα προς υμας λεγων ουκ ερειτε λημμα κυριου,,,,
Jeremiah 23:39,JER,Jeremiah,23,39,δια τουτο ιδου εγω λαμβανω και ρασσω υμας και την πολιν ην εδωκα υμιν και τοις πατρασιν υμων,,,,
Jeremiah 23:40,JER,Jeremiah,23,40,και δωσω εφ' υμας ονειδισμον αιωνιον και ατιμιαν αιωνιον ητις ουκ επιλησθησεται,,,,
Jeremiah 24:1,JER,Jeremiah,24,1,εδειξεν μοι κυριος δυο καλαθους συκων κειμενους κατα προσωπον ναου κυριου μετα το αποικισαι ναβουχοδονοσορ βασιλεα βαβυλωνος τον ιεχονιαν υιον ιωακιμ βασιλεα ιουδα και τους αρχοντας και τους τεχνιτας και τους δεσμωτας και τους πλουσιους εξ ιερουσαλημ και ηγαγεν αυτους εις βαβυλωνα,,,,
Jeremiah 24:2,JER,Jeremiah,24,2,ο καλαθος ο εις συκων χρηστων σφοδρα ως τα συκα τα προιμα και ο καλαθος ο ετερος συκων πονηρων σφοδρα α ου βρωθησεται απο πονηριας αυτων,,,,
Jeremiah 24:3,JER,Jeremiah,24,3,και ειπεν κυριος προς με τι συ ορας ιερεμια και ειπα συκα τα χρηστα χρηστα λιαν και τα πονηρα πονηρα λιαν α ου βρωθησεται απο πονηριας αυτων,,,,
Jeremiah 24:4,JER,Jeremiah,24,4,και εγενετο λογος κυριου προς με λεγων,,,,
Jeremiah 24:5,JER,Jeremiah,24,5,ταδε λεγει κυριος ο θεος ισραηλ ως τα συκα τα χρηστα ταυτα ουτως επιγνωσομαι τους αποικισθεντας ιουδα ους εξαπεσταλκα εκ του τοπου τουτου εις γην χαλδαιων εις αγαθα,,,,
Jeremiah 24:6,JER,Jeremiah,24,6,και στηριω τους οφθαλμους μου επ' αυτους εις αγαθα και αποκαταστησω αυτους εις την γην ταυτην εις αγαθα και ανοικοδομησω αυτους και ου μη καθελω και καταφυτευσω αυτους και ου μη εκτιλω,,,,
Jeremiah 24:7,JER,Jeremiah,24,7,και δωσω αυτοις καρδιαν του ειδεναι αυτους εμε οτι εγω ειμι κυριος και εσονται μοι εις λαον και εγω εσομαι αυτοις εις θεον οτι επιστραφησονται επ' εμε εξ ολης της καρδιας αυτων,,,,
Jeremiah 24:8,JER,Jeremiah,24,8,και ως τα συκα τα πονηρα α ου βρωθησεται απο πονηριας αυτων ταδε λεγει κυριος ουτως παραδωσω τον σεδεκιαν βασιλεα ιουδα και τους μεγιστανας αυτου και το καταλοιπον ιερουσαλημ τους υπολελειμμενους εν τη γη ταυτη και τους κατοικουντας εν αιγυπτω,,,,
Jeremiah 24:9,JER,Jeremiah,24,9,και δωσω αυτους εις διασκορπισμον εις πασας τας βασιλειας της γης και εσονται εις ονειδισμον και εις παραβολην και εις μισος και εις καταραν εν παντι τοπω ου εξωσα αυτους εκει,,,,
Jeremiah 24:10,JER,Jeremiah,24,10,και αποστελω εις αυτους τον λιμον και τον θανατον και την μαχαιραν εως αν εκλιπωσιν απο της γης ης εδωκα αυτοις,,,,
Jeremiah 25:1,JER,Jeremiah,25,1,ο λογος ο γενομενος προς ιερεμιαν επι παντα τον λαον ιουδα εν τω ετει τω τεταρτω του ιωακιμ υιου ιωσια βασιλεως ιουδα,,,,
Jeremiah 25:2,JER,Jeremiah,25,2,ον ελαλησεν προς παντα τον λαον ιουδα και προς τους κατοικουντας ιερουσαλημ λεγων,,,,
Jeremiah 25:3,JER,Jeremiah,25,3,εν τρισκαιδεκατω ετει ιωσια υιου αμως βασιλεως ιουδα και εως της ημερας ταυτης εικοσι και τρια ετη και ελαλησα προς υμας ορθριζων και λεγων,,,,
Jeremiah 25:4,JER,Jeremiah,25,4,και απεστελλον προς υμας τους δουλους μου τους προφητας ορθρου αποστελλων και ουκ εισηκουσατε και ου προσεσχετε τοις ωσιν υμων,,,,
Jeremiah 25:5,JER,Jeremiah,25,5,λεγων αποστραφητε εκαστος απο της οδου αυτου της πονηρας και απο των πονηρων επιτηδευματων υμων και κατοικησετε επι της γης ης εδωκα υμιν και τοις πατρασιν υμων απ' αιωνος και εως αιωνος,,,,
Jeremiah 25:6,JER,Jeremiah,25,6,μη πορευεσθε οπισω θεων αλλοτριων του δουλευειν αυτοις και του προσκυνειν αυτοις οπως μη παροργιζητε με εν τοις εργοις των χειρων υμων του κακωσαι υμας,,,,
Jeremiah 25:7,JER,Jeremiah,25,7,και ουκ ηκουσατε μου,,,,
Jeremiah 25:8,JER,Jeremiah,25,8,δια τουτο ταδε λεγει κυριος επειδη ουκ επιστευσατε τοις λογοις μου,,,,
Jeremiah 25:9,JER,Jeremiah,25,9,ιδου εγω αποστελλω και λημψομαι την πατριαν απο βορρα και αξω αυτους επι την γην ταυτην και επι τους κατοικουντας αυτην και επι παντα τα εθνη τα κυκλω αυτης και εξερημωσω αυτους και δωσω αυτους εις αφανισμον και εις συριγμον και εις ονειδισμον αιωνιον,,,,
Jeremiah 25:10,JER,Jeremiah,25,10,και απολω απ' αυτων φωνην χαρας και φωνην ευφροσυνης φωνην νυμφιου και φωνην νυμφης οσμην μυρου και φως λυχνου,,,,
Jeremiah 25:11,JER,Jeremiah,25,11,και εσται πασα η γη εις αφανισμον και δουλευσουσιν εν τοις εθνεσιν εβδομηκοντα ετη,,,,
Jeremiah 25:12,JER,Jeremiah,25,12,και εν τω πληρωθηναι τα εβδομηκοντα ετη εκδικησω το εθνος εκεινο φησιν κυριος και θησομαι αυτους εις αφανισμον αιωνιον,,,,
Jeremiah 25:13,JER,Jeremiah,25,13,και επαξω επι την γην εκεινην παντας τους λογους μου ους ελαλησα κατ' αυτης παντα τα γεγραμμενα εν τω βιβλιω τουτω,,,,
Jeremiah 25:14,JER,Jeremiah,25,14,α επροφητευσεν ιερεμιας επι τα εθνη τα αιλαμ,,,,
Jeremiah 25:15,JER,Jeremiah,25,15,ταδε λεγει κυριος συντριβητω το τοξον αιλαμ αρχη δυναστειας αυτων,,,,
Jeremiah 25:16,JER,Jeremiah,25,16,και επαξω επι αιλαμ τεσσαρας ανεμους εκ των τεσσαρων ακρων του ουρανου και διασπερω αυτους εν πασιν τοις ανεμοις τουτοις και ουκ εσται εθνος ο ουχ ηξει εκει οι εξωσμενοι αιλαμ,,,,
Jeremiah 25:17,JER,Jeremiah,25,17,και πτοησω αυτους εναντιον των εχθρων αυτων των ζητουντων την ψυχην αυτων και επαξω επ' αυτους κακα κατα την οργην του θυμου μου και επαποστελω οπισω αυτων την μαχαιραν μου εως του εξαναλωσαι αυτους,,,,
Jeremiah 25:18,JER,Jeremiah,25,18,και θησω τον θρονον μου εν αιλαμ και εξαποστελω εκειθεν βασιλεα και μεγιστανας,,,,
Jeremiah 25:19,JER,Jeremiah,25,19,και εσται επ' εσχατου των ημερων αποστρεψω την αιχμαλωσιαν αιλαμ λεγει κυριος,,,,
Jeremiah 25:20,JER,Jeremiah,25,20,εν αρχη βασιλευοντος σεδεκιου του βασιλεως εγενετο ο λογος ουτος περι αιλαμ,,,,
Jeremiah 26:2,JER,Jeremiah,26,2,τη αιγυπτω επι δυναμιν φαραω νεχαω βασιλεως αιγυπτου ος ην επι τω ποταμω ευφρατη εν χαρχαμις ον επαταξε ναβουχοδονοσορ βασιλευς βαβυλωνος εν τω ετει τω τεταρτω ιωακιμ βασιλεως ιουδα,,,,
Jeremiah 26:3,JER,Jeremiah,26,3,αναλαβετε οπλα και ασπιδας και προσαγαγετε εις πολεμον,,,,
Jeremiah 26:4,JER,Jeremiah,26,4,επισαξατε τους ιππους επιβητε οι ιππεις και καταστητε εν ταις περικεφαλαιαις υμων προβαλετε τα δορατα και ενδυσασθε τους θωρακας υμων,,,,
Jeremiah 26:5,JER,Jeremiah,26,5,τι οτι αυτοι πτοουνται και αποχωρουσιν οπισω διοτι οι ισχυροι αυτων κοπησονται φυγη εφυγον και ουκ ανεστρεψαν περιεχομενοι κυκλοθεν λεγει κυριος,,,,
Jeremiah 26:6,JER,Jeremiah,26,6,μη φευγετω ο κουφος και μη ανασωζεσθω ο ισχυρος επι βορραν τα παρα τον ευφρατην ησθενησαν πεπτωκασιν,,,,
Jeremiah 26:7,JER,Jeremiah,26,7,τις ουτος ως ποταμος αναβησεται και ως ποταμοι κυμαινουσιν υδωρ,,,,
Jeremiah 26:8,JER,Jeremiah,26,8,υδατα αιγυπτου ωσει ποταμος αναβησεται και ειπεν αναβησομαι και κατακαλυψω γην και απολω κατοικουντας εν αυτη,,,,
Jeremiah 26:9,JER,Jeremiah,26,9,επιβητε επι τους ιππους παρασκευασατε τα αρματα εξελθατε οι μαχηται αιθιοπων και λιβυες καθωπλισμενοι οπλοις και λυδοι αναβητε εντεινατε τοξον,,,,
Jeremiah 26:10,JER,Jeremiah,26,10,και η ημερα εκεινη κυριω τω θεω ημων ημερα εκδικησεως του εκδικησαι τους εχθρους αυτου και καταφαγεται η μαχαιρα κυριου και εμπλησθησεται και μεθυσθησεται απο του αιματος αυτων οτι θυσια τω κυριω σαβαωθ απο γης βορρα επι ποταμω ευφρατη,,,,
Jeremiah 26:11,JER,Jeremiah,26,11,αναβηθι γαλααδ και λαβε ρητινην τη παρθενω θυγατρι αιγυπτου εις κενον επληθυνας ιαματα σου ωφελεια ουκ εστιν σοι,,,,
Jeremiah 26:12,JER,Jeremiah,26,12,ηκουσαν εθνη φωνην σου και της κραυγης σου επλησθη η γη οτι μαχητης προς μαχητην ησθενησεν επι το αυτο επεσαν αμφοτεροι,,,,
Jeremiah 26:13,JER,Jeremiah,26,13,α ελαλησεν κυριος εν χειρι ιερεμιου του ελθειν ναβουχοδονοσορ τον βασιλεα βαβυλωνος του κοψαι την γην αιγυπτου,,,,
Jeremiah 26:14,JER,Jeremiah,26,14,αναγγειλατε εις μαγδωλον και παραγγειλατε εις μεμφιν ειπατε επιστηθι και ετοιμασον οτι κατεφαγεν μαχαιρα την σμιλακα σου,,,,
Jeremiah 26:15,JER,Jeremiah,26,15,δια τι εφυγεν ο απις ο μοσχος ο εκλεκτος σου ουκ εμεινεν οτι κυριος παρελυσεν αυτον,,,,
Jeremiah 26:16,JER,Jeremiah,26,16,και το πληθος σου ησθενησεν και επεσεν και εκαστος προς τον πλησιον αυτου ελαλει αναστωμεν και αναστρεψωμεν προς τον λαον ημων εις την πατριδα ημων απο προσωπου μαχαιρας ελληνικης,,,,
Jeremiah 26:17,JER,Jeremiah,26,17,καλεσατε το ονομα φαραω νεχαω βασιλεως αιγυπτου σαων-εσβι-εμωηδ,,,,
Jeremiah 26:18,JER,Jeremiah,26,18,ζω εγω λεγει κυριος ο θεος οτι ως το ιταβυριον εν τοις ορεσιν και ως ο καρμηλος εν τη θαλασση ηξει,,,,
Jeremiah 26:19,JER,Jeremiah,26,19,σκευη αποικισμου ποιησον σεαυτη κατοικουσα θυγατερ αιγυπτου οτι μεμφις εις αφανισμον εσται και κληθησεται ουαι δια το μη υπαρχειν κατοικουντας εν αυτη,,,,
Jeremiah 26:20,JER,Jeremiah,26,20,δαμαλις κεκαλλωπισμενη αιγυπτος αποσπασμα απο βορρα ηλθεν επ' αυτην,,,,
Jeremiah 26:21,JER,Jeremiah,26,21,και οι μισθωτοι αυτης εν αυτη ωσπερ μοσχοι σιτευτοι τρεφομενοι εν αυτη διοτι και αυτοι απεστραφησαν και εφυγον ομοθυμαδον ουκ εστησαν οτι ημερα απωλειας ηλθεν επ' αυτους και καιρος εκδικησεως αυτων,,,,
Jeremiah 26:22,JER,Jeremiah,26,22,φωνη ως οφεως συριζοντος οτι εν αμμω πορευσονται εν αξιναις ηξουσιν επ' αυτην ως κοπτοντες ξυλα,,,,
Jeremiah 26:23,JER,Jeremiah,26,23,εκκοψουσιν τον δρυμον αυτης λεγει κυριος ο θεος οτι ου μη εικασθη οτι πληθυνει υπερ ακριδα και ουκ εστιν αυτοις αριθμος,,,,
Jeremiah 26:24,JER,Jeremiah,26,24,κατησχυνθη θυγατηρ αιγυπτου παρεδοθη εις χειρας λαου απο βορρα,,,,
Jeremiah 26:25,JER,Jeremiah,26,25,ιδου εγω εκδικω τον αμων τον υιον αυτης επι φαραω και επι τους πεποιθοτας επ' αυτω,,,,
Jeremiah 26:27,JER,Jeremiah,26,27,συ δε μη φοβηθης δουλος μου ιακωβ μηδε πτοηθης ισραηλ διοτι ιδου εγω σωζων σε μακροθεν και το σπερμα σου εκ της αιχμαλωσιας αυτων και αναστρεψει ιακωβ και ησυχασει και υπνωσει και ουκ εσται ο παρενοχλων αυτον,,,,
Jeremiah 26:28,JER,Jeremiah,26,28,μη φοβου παις μου ιακωβ λεγει κυριος οτι μετα σου εγω ειμι οτι ποιησω συντελειαν εν παντι εθνει εις ους εξωσα σε εκει σε δε ου μη ποιησω εκλιπειν και παιδευσω σε εις κριμα και αθωον ουκ αθωωσω σε,,,,
Jeremiah 27:1,JER,Jeremiah,27,1,λογος κυριου ον ελαλησεν επι βαβυλωνα,,,,
Jeremiah 27:2,JER,Jeremiah,27,2,αναγγειλατε εν τοις εθνεσιν και ακουστα ποιησατε και μη κρυψητε ειπατε εαλωκεν βαβυλων κατησχυνθη βηλος η απτοητος η τρυφερα παρεδοθη μαρωδαχ,,,,
Jeremiah 27:3,JER,Jeremiah,27,3,οτι ανεβη επ' αυτην εθνος απο βορρα ουτος θησει την γην αυτης εις αφανισμον και ουκ εσται ο κατοικων εν αυτη απο ανθρωπου και εως κτηνους,,,,
Jeremiah 27:4,JER,Jeremiah,27,4,εν ταις ημεραις εκειναις και εν τω καιρω εκεινω ηξουσιν οι υιοι ισραηλ αυτοι και οι υιοι ιουδα επι το αυτο βαδιζοντες και κλαιοντες πορευσονται τον κυριον θεον αυτων ζητουντες,,,,
Jeremiah 27:5,JER,Jeremiah,27,5,εως σιων ερωτησουσιν την οδον ωδε γαρ το προσωπον αυτων δωσουσιν και ηξουσιν και καταφευξονται προς κυριον τον θεον διαθηκη γαρ αιωνιος ουκ επιλησθησεται,,,,
Jeremiah 27:6,JER,Jeremiah,27,6,προβατα απολωλοτα εγενηθη ο λαος μου οι ποιμενες αυτων εξωσαν αυτους επι τα ορη απεπλανησαν αυτους εξ ορους επι βουνον ωχοντο επελαθοντο κοιτης αυτων,,,,
Jeremiah 27:7,JER,Jeremiah,27,7,παντες οι ευρισκοντες αυτους καταναλισκον αυτους οι εχθροι αυτων ειπαν μη ανωμεν αυτους ανθ' ων ημαρτον τω κυριω νομη δικαιοσυνης τω συναγαγοντι τους πατερας αυτων,,,,
Jeremiah 27:8,JER,Jeremiah,27,8,απαλλοτριωθητε εκ μεσου βαβυλωνος και απο γης χαλδαιων και εξελθατε και γενεσθε ωσπερ δρακοντες κατα προσωπον προβατων,,,,
Jeremiah 27:9,JER,Jeremiah,27,9,οτι ιδου εγω εγειρω επι βαβυλωνα συναγωγας εθνων εκ γης βορρα και παραταξονται αυτη εκειθεν αλωσεται ως βολις μαχητου συνετου ουκ επιστρεψει κενη,,,,
Jeremiah 27:10,JER,Jeremiah,27,10,και εσται η χαλδαια εις προνομην παντες οι προνομευοντες αυτην εμπλησθησονται,,,,
Jeremiah 27:11,JER,Jeremiah,27,11,οτι ηυφραινεσθε και κατεκαυχασθε διαρπαζοντες την κληρονομιαν μου διοτι εσκιρτατε ως βοιδια εν βοτανη και εκερατιζετε ως ταυροι,,,,
Jeremiah 27:12,JER,Jeremiah,27,12,ησχυνθη η μητηρ υμων σφοδρα μητηρ επ' αγαθα εσχατη εθνων ερημος,,,,
Jeremiah 27:13,JER,Jeremiah,27,13,απο οργης κυριου ου κατοικηθησεται και εσται εις αφανισμον πασα και πας ο διοδευων δια βαβυλωνος σκυθρωπασει και συριουσιν επι πασαν την πληγην αυτης,,,,
Jeremiah 27:14,JER,Jeremiah,27,14,παραταξασθε επι βαβυλωνα κυκλω παντες τεινοντες τοξον τοξευσατε επ' αυτην μη φεισησθε επι τοις τοξευμασιν υμων,,,,
Jeremiah 27:15,JER,Jeremiah,27,15,κατακροτησατε επ' αυτην παρελυθησαν αι χειρες αυτης επεσαν αι επαλξεις αυτης και κατεσκαφη το τειχος αυτης οτι εκδικησις παρα θεου εστιν εκδικειτε επ' αυτην καθως εποιησεν ποιησατε αυτη,,,,
Jeremiah 27:16,JER,Jeremiah,27,16,εξολεθρευσατε σπερμα εκ βαβυλωνος κατεχοντα δρεπανον εν καιρω θερισμου απο προσωπου μαχαιρας ελληνικης εκαστος εις τον λαον αυτου αποστρεψουσιν και εκαστος εις την γην αυτου φευξεται,,,,
Jeremiah 27:17,JER,Jeremiah,27,17,προβατον πλανωμενον ισραηλ λεοντες εξωσαν αυτον ο πρωτος εφαγεν αυτον βασιλευς ασσουρ και ουτος υστερον τα οστα αυτου βασιλευς βαβυλωνος,,,,
Jeremiah 27:18,JER,Jeremiah,27,18,δια τουτο ταδε λεγει κυριος ιδου εγω εκδικω επι τον βασιλεα βαβυλωνος και επι την γην αυτου καθως εξεδικησα επι τον βασιλεα ασσουρ,,,,
Jeremiah 27:19,JER,Jeremiah,27,19,και αποκαταστησω τον ισραηλ εις την νομην αυτου και νεμησεται εν τω καρμηλω και εν ορει εφραιμ και εν τω γαλααδ και πλησθησεται η ψυχη αυτου,,,,
Jeremiah 27:20,JER,Jeremiah,27,20,εν ταις ημεραις εκειναις και εν τω καιρω εκεινω ζητησουσιν την αδικιαν ισραηλ και ουχ υπαρξει και τας αμαρτιας ιουδα και ου μη ευρεθωσιν οτι ιλεως εσομαι τοις υπολελειμμενοις επι της γης λεγει κυριος,,,,
Jeremiah 27:21,JER,Jeremiah,27,21,πικρως επιβηθι επ' αυτην και επι τους κατοικουντας επ' αυτην εκδικησον μαχαιρα και αφανισον λεγει κυριος και ποιει κατα παντα οσα εντελλομαι σοι,,,,
Jeremiah 27:22,JER,Jeremiah,27,22,φωνη πολεμου και συντριβη μεγαλη εν γη χαλδαιων,,,,
Jeremiah 27:23,JER,Jeremiah,27,23,πως συνεκλασθη και συνετριβη η σφυρα πασης της γης πως εγενηθη εις αφανισμον βαβυλων εν εθνεσιν,,,,
Jeremiah 27:24,JER,Jeremiah,27,24,επιθησονται σοι και αλωση ω βαβυλων και ου γνωση ευρεθης και ελημφθης οτι τω κυριω αντεστης,,,,
Jeremiah 27:25,JER,Jeremiah,27,25,ηνοιξεν κυριος τον θησαυρον αυτου και εξηνεγκεν τα σκευη οργης αυτου οτι εργον τω κυριω θεω εν γη χαλδαιων,,,,
Jeremiah 27:26,JER,Jeremiah,27,26,οτι εληλυθασιν οι καιροι αυτης ανοιξατε τας αποθηκας αυτης ερευνησατε αυτην ως σπηλαιον και εξολεθρευσατε αυτην μη γενεσθω αυτης καταλειμμα,,,,
Jeremiah 27:27,JER,Jeremiah,27,27,αναξηρανατε αυτης παντας τους καρπους και καταβητωσαν εις σφαγην ουαι αυτοις οτι ηκει η ημερα αυτων και καιρος εκδικησεως αυτων,,,,
Jeremiah 27:28,JER,Jeremiah,27,28,φωνη φευγοντων και ανασωζομενων εκ γης βαβυλωνος του αναγγειλαι εις σιων την εκδικησιν παρα κυριου θεου ημων,,,,
Jeremiah 27:29,JER,Jeremiah,27,29,παραγγειλατε επι βαβυλωνα πολλοις παντι εντεινοντι τοξον παρεμβαλετε επ' αυτην κυκλοθεν μη εστω αυτης ανασωζομενος ανταποδοτε αυτη κατα τα εργα αυτης κατα παντα οσα εποιησεν ποιησατε αυτη οτι προς τον κυριον αντεστη θεον αγιον του ισραηλ,,,,
Jeremiah 27:30,JER,Jeremiah,27,30,δια τουτο πεσουνται οι νεανισκοι αυτης εν ταις πλατειαις αυτης και παντες οι ανδρες οι πολεμισται αυτης ριφησονται ειπεν κυριος,,,,
Jeremiah 27:31,JER,Jeremiah,27,31,ιδου εγω επι σε την υβριστριαν λεγει κυριος οτι ηκει η ημερα σου και ο καιρος εκδικησεως σου,,,,
Jeremiah 27:32,JER,Jeremiah,27,32,και ασθενησει η υβρις σου και πεσειται και ουκ εσται ο ανιστων αυτην και αναψω πυρ εν τω δρυμω αυτης και καταφαγεται παντα τα κυκλω αυτης,,,,
Jeremiah 27:33,JER,Jeremiah,27,33,ταδε λεγει κυριος καταδεδυναστευνται οι υιοι ισραηλ και οι υιοι ιουδα αμα παντες οι αιχμαλωτευσαντες αυτους κατεδυναστευσαν αυτους οτι ουκ ηθελησαν εξαποστειλαι αυτους,,,,
Jeremiah 27:34,JER,Jeremiah,27,34,και ο λυτρουμενος αυτους ισχυρος κυριος παντοκρατωρ ονομα αυτω κρισιν κρινει προς τους αντιδικους αυτου οπως εξαρη την γην και παροξυνει τοις κατοικουσι βαβυλωνα,,,,
Jeremiah 27:35,JER,Jeremiah,27,35,μαχαιραν επι τους χαλδαιους και επι τους κατοικουντας βαβυλωνα και επι τους μεγιστανας αυτης και επι τους συνετους αυτης,,,,
Jeremiah 27:36,JER,Jeremiah,27,36,μαχαιραν επι τους μαχητας αυτης και παραλυθησονται,,,,
Jeremiah 27:37,JER,Jeremiah,27,37,μαχαιραν επι τους ιππους αυτων και επι τα αρματα αυτων μαχαιραν επι τους μαχητας αυτων και επι τον συμμικτον τον εν μεσω αυτης και εσονται ωσει γυναικες μαχαιραν επι τους θησαυρους αυτης και διασκορπισθησονται,,,,
Jeremiah 27:38,JER,Jeremiah,27,38,επι τω υδατι αυτης επεποιθει και καταισχυνθησονται οτι γη των γλυπτων εστιν και εν ταις νησοις ου κατεκαυχωντο,,,,
Jeremiah 27:39,JER,Jeremiah,27,39,δια τουτο κατοικησουσιν ινδαλματα εν ταις νησοις και κατοικησουσιν εν αυτη θυγατερες σειρηνων ου μη κατοικηθη ουκετι εις τον αιωνα,,,,
Jeremiah 27:40,JER,Jeremiah,27,40,καθως κατεστρεψεν ο θεος σοδομα και γομορρα και τας ομορουσας αυταις ειπεν κυριος ου μη κατοικηση εκει ανθρωπος και ου μη παροικηση εκει υιος ανθρωπου,,,,
Jeremiah 27:41,JER,Jeremiah,27,41,ιδου λαος ερχεται απο βορρα και εθνος μεγα και βασιλεις πολλοι εξεγερθησονται απ' εσχατου της γης,,,,
Jeremiah 27:42,JER,Jeremiah,27,42,τοξον και εγχειριδιον εχοντες ιταμος εστιν και ου μη ελεηση φωνη αυτων ως θαλασσα ηχησει εφ' ιπποις ιππασονται παρεσκευασμενοι ωσπερ πυρ εις πολεμον προς σε θυγατερ βαβυλωνος,,,,
Jeremiah 27:43,JER,Jeremiah,27,43,ηκουσεν βασιλευς βαβυλωνος την ακοην αυτων και παρελυθησαν αι χειρες αυτου θλιψις κατεκρατησεν αυτου ωδινες ως τικτουσης,,,,
Jeremiah 27:44,JER,Jeremiah,27,44,ιδου ωσπερ λεων αναβησεται απο του ιορδανου εις τοπον αιθαμ οτι ταχεως εκδιωξω αυτους απ' αυτης και παντα νεανισκον επ' αυτην επιστησω οτι τις ωσπερ εγω και τις αντιστησεται μοι και τις ουτος ποιμην ος στησεται κατα προσωπον μου,,,,
Jeremiah 27:45,JER,Jeremiah,27,45,δια τουτο ακουσατε την βουλην κυριου ην βεβουλευται επι βαβυλωνα και λογισμους αυτου ους ελογισατο επι τους κατοικουντας χαλδαιους εαν μη διαφθαρη τα αρνια των προβατων αυτων εαν μη αφανισθη νομη απ' αυτων,,,,
Jeremiah 27:46,JER,Jeremiah,27,46,οτι απο φωνης αλωσεως βαβυλωνος σεισθησεται η γη και κραυγη εν εθνεσιν ακουσθησεται .,,,,
Jeremiah 28:1,JER,Jeremiah,28,1,ταδε λεγει κυριος ιδου εγω εξεγειρω επι βαβυλωνα και επι τους κατοικουντας χαλδαιους ανεμον καυσωνα διαφθειροντα,,,,
Jeremiah 28:2,JER,Jeremiah,28,2,και εξαποστελω εις βαβυλωνα υβριστας και καθυβρισουσιν αυτην και λυμανουνται την γην αυτης ουαι επι βαβυλωνα κυκλοθεν εν ημερα κακωσεως αυτης,,,,
Jeremiah 28:3,JER,Jeremiah,28,3,επ' αυτην τεινετω ο τεινων το τοξον αυτου και περιθεσθω ω εστιν οπλα αυτω και μη φεισησθε επι νεανισκους αυτης και αφανισατε πασαν την δυναμιν αυτης,,,,
Jeremiah 28:4,JER,Jeremiah,28,4,και πεσουνται τραυματιαι εν γη χαλδαιων και κατακεκεντημενοι εξωθεν αυτης,,,,
