ref,book_code,book_name,chapter,verse,greek_text,transliteration,literal_gloss,syntax_notes,draft_translation
Genesis 38:21,GEN,Genesis,38,21,ἐπηρώτησε δὲ τοὺς ἄνδρας τοὺς ἐκ τοῦ τόπου· ποῦ ἐστιν ἡ πόρνη ἡ γενομένη ἐν Αἰνὰν ἐπὶ τῆς ὁδοῦ; καὶ εἶπαν· οὐκ ἦν ἐνταῦθα πόρνη.,,,,
Genesis 38:22,GEN,Genesis,38,22,"καὶ ἀπεστράφη πρὸς ᾿Ιούδαν καὶ εἶπεν· οὐχ εὗρον, καὶ οἱ ἄνθρωποι οἱ ἐκ τοῦ τόπου λέγουσι μὴ εἶναι ὧδε πόρνην.",,,,
Genesis 38:23,GEN,Genesis,38,23,"εἶπε δὲ ᾿Ιούδας· ἐχέτω αὐτά, ἀλλὰ μή ποτε καταγελασθῶμεν· ἐγὼ μὲν ἀπέσταλκα τὸν ἔριφον τοῦτον, σὺ δὲ οὐχ εὕρηκας.",,,,
Genesis 38:24,GEN,Genesis,38,24,"᾿Εγένετο δὲ μετὰ τρίμηνον ἀνηγγέλη τῷ ᾿Ιούδᾳ λέγοντες· ἐκπεπόρνευκε Θάμαρ ἡ νύμφη σου καὶ ἰδοὺ ἐν γαστρὶ ἔχει ἐκ πορνείας. εἶπε δὲ ᾿Ιούδας· ἐξαγάγετε αὐτήν, καὶ κατακαυθήτω.",,,,
Genesis 38:25,GEN,Genesis,38,25,"αὐτὴ δὲ ἀγομένη ἀπέστειλε πρὸς τὸν πενθερὸν αὐτῆς λέγουσα· ἐκ τοῦ ἀνθρώπου, οὗτινος ταῦτά ἐστιν, ἐγὼ ἐν γαστρὶ ἔχω. καὶ εἶπεν· ἐπίγνωθι, τίνος ὁ δακτύλιος καὶ ὁ ὁρμίσκος καὶ ἡ ράβδος αὕτη.",,,,
Genesis 38:26,GEN,Genesis,38,26,"ἐπέγνω δὲ ᾿Ιούδας καὶ εἶπε· δεδικαίωται Θάμαρ ἢ ἐγώ, οὗ ἕνεκεν οὐκ ἔδωκα αὐτὴν Σηλὼν τῷ υἱῷ μου. καὶ οὐ προσέθετο ἔτι τοῦ γνῶναι αὐτήν.",,,,
Genesis 38:27,GEN,Genesis,38,27,"᾿Εγένετο δὲ ἡνίκα ἔτικτε, καὶ τῇδε ἦν δίδυμα ἐν τῇ γαστρὶ αὐτῆς.",,,,
Genesis 38:28,GEN,Genesis,38,28,"ἐγένετο δὲ ἐν τῷ τίκτειν αὐτήν, ὁ εἷς προεξήνεγκε τὴν χεῖρα· λαβοῦσα δὲ ἡ μαῖα ἔδησεν ἐπί τὴν χεῖρα αὐτοῦ κόκκινον λέγουσα· οὗτος ἐξελεύσεται πρότερος.",,,,
Genesis 38:29,GEN,Genesis,38,29,"ὡς δὲ ἐπισυνήγαγε τὴν χεῖρα, καὶ εὐθὺς ἐξῆλθεν ὁ ἀδελφὸς αὐτοῦ. ἡ δὲ εἶπε· τί διεκόπη διὰ σὲ φραγμός; καὶ ἐκάλεσε τὸ ὄνομα αὐτοῦ Φαρές.",,,,
Genesis 38:30,GEN,Genesis,38,30,"καί μετὰ τοῦτο ἐξῆλθεν ὁ ἀδελφὸς αὐτοῦ, ἐφ᾿ ᾧ ἦν ἐπὶ τῇ χειρὶ αὐτοῦ τὸ κόκκινον· καὶ ἐκάλεσε τὸ ὄνομα αὐτοῦ Ζαρά.",,,,
Genesis 39:1,GEN,Genesis,39,1,"ΙΩΣΗΦ δὲ κατήχθη εἰς Αἴγυπτον, καὶ ἐκτήσατο αὐτὸν Πετεφρὴς ὁ εὐνοῦχος Φαραώ, ὁ ἀρχιμάγειρος, ἀνὴρ Αἰγύπτιος, ἐκ χειρῶν τῶν ᾿Ισμαηλιτῶν, οἳ κατήγαγον αὐτὸν ἐκεῖ.",,,,
Genesis 39:2,GEN,Genesis,39,2,"καὶ ἦν Κύριος μετὰ ᾿Ιωσήφ, καὶ ἦν ἀνὴρ ἐπιτυγχάνων καὶ ἐγένετο ἐν τῷ οἴκῳ παρὰ τῷ κυρίῳ αὐτοῦ τῷ Αἰγυπτίῳ.",,,,
Genesis 39:3,GEN,Genesis,39,3,"ᾔδει δὲ ὁ κύριος αὐτοῦ, ὅτι ὁ Κύριος ἦν μετ᾿ αὐτοῦ καὶ ὅσα ἐὰν ποιῇ, Κύριος εὐοδοῖ ἐν ταῖς χερσὶν αὐτοῦ.",,,,
Genesis 39:4,GEN,Genesis,39,4,"καὶ εὗρεν ᾿Ιωσὴφ χάριν ἐναντίον τοῦ κυρίου αὐτοῦ, καὶ εὐηρέστησεν αὐτῷ, καὶ κατέστησεν αὐτὸν ἐπὶ τοῦ οἴκου αὐτοῦ καὶ πάντα, ὅσα ἦν αὐτῷ, ἔδωκε διὰ χειρὸς ᾿Ιωσήφ.",,,,
Genesis 39:5,GEN,Genesis,39,5,"ἐγένετο δὲ μετὰ τὸ καταστῆναι αὐτὸν ἐπὶ τοῦ οἴκου αὐτοῦ καὶ ἐπὶ πάντα, ὅσα ἦν αὐτῷ, καὶ ηὐλόγησε Κύριος τὸν οἶκον τοῦ Αἰγυπτίου διὰ ᾿Ιωσήφ, καὶ ἐγενήθη εὐλογία Κυρίου ἐν πᾶσι τοῖς ὑπάρχουσιν αὐτῷ ἐν τῷ οἴκῳ καὶ ἐν τῷ ἀγρῷ αὐτοῦ.",,,,
Genesis 39:6,GEN,Genesis,39,6,"καὶ ἐπέτρεψε πάντα, ὅσα ἦν αὐτῷ, εἰς χεῖρας ᾿Ιωσὴφ καὶ οὐκ ᾔδει τῶν καθ᾿ αὑτὸν οὐδὲν πλὴν τοῦ ἄρτου, οὗ ἤσθιεν αὐτός. Καὶ ἦν ᾿Ιωσὴφ καλὸς τῷ εἴδει καὶ ὡραῖος τῇ ὄψει σφόδρα.",,,,
Genesis 39:7,GEN,Genesis,39,7,καὶ ἐγένετο μετὰ τὰ ρήματα ταῦτα καὶ ἐπέβαλεν ἡ γυνὴ τοῦ κυρίου αὐτοῦ τοὺς ὀφθαλμοὺς αὐτῆς ἐπὶ ᾿Ιωσὴφ καὶ εἶπε· κοιμήθητι μετ᾿ ἐμοῦ.,,,,
Genesis 39:8,GEN,Genesis,39,8,"ὁ δὲ οὐκ ἤθελεν, εἶπε δὲ τῇ γυναικὶ τοῦ κυρίου αὐτοῦ· εἰ ὁ κύριός μου οὐ γινώσκει δι᾿ ἐμὲ οὐδὲν ἐν τῷ οἴκῳ αὐτοῦ, καὶ πάντα, ὅσα ἐστὶν αὐτῷ, ἔδωκεν εἰς τὰς χεῖράς μου",,,,
Genesis 39:9,GEN,Genesis,39,9,"καὶ οὐχ ὑπερέχει ἐν τῇ οἰκίᾳ ταύτῃ οὐδὲν ἐμοῦ, οὐδὲ ὑπεξῄρηται ἀπ᾿ ἐμοῦ οὐδὲν πλὴν σοῦ, διὰ τὸ σὲ γυναῖκα αὐτοῦ εἶναι, καὶ πῶς ποιήσω τὸ ρῆμα τὸ πονηρὸν τοῦτο, καὶ ἁμαρτήσομαι ἐναντίον τοῦ Θεοῦ",,,,
Genesis 39:10,GEN,Genesis,39,10,"ἡνίκα δὲ ἐλάλει τῷ ᾿Ιωσὴφ ἡμέραν ἐξ ἡμέρας, καὶ οὐχ ὑπήκουεν αὐτῇ καθεύδειν μετ᾿ αὐτῆς τοῦ συγγενέσθαι αὐτῇ.",,,,
Genesis 39:11,GEN,Genesis,39,11,"ἐγένετο δὲ τοιαύτη τις ἡμέρα, καὶ εἰσῆλθεν ᾿Ιωσὴφ εἰς τὴν οἰκίαν ποιεῖν τὰ ἔργα αὐτοῦ, καὶ οὐδεὶς ἦν τῶν ἐν τῇ οἰκίᾳ ἔσω,",,,,
Genesis 39:12,GEN,Genesis,39,12,καὶ ἐπεσπάσατο αὐτὸν τῶν ἱματίων λέγουσα· κοιμήθητι μετ᾿ ἐμοῦ. καὶ καταλιπὼν τὰ ἱμάτια αὐτοῦ ἐν ταῖς χερσὶν αὐτῆς ἔφυγε καὶ ἐξῆλθεν ἔξω.,,,,
Genesis 39:13,GEN,Genesis,39,13,"καὶ ἐγένετο ὡς εἶδεν, ὅτι καταλιπὼν τὰ ἱμάτια αὐτοῦ ἐν ταῖς χερσὶν αὐτῆς ἔφυγε καὶ ἐξῆλθεν ἔξω,",,,,
Genesis 39:14,GEN,Genesis,39,14,"καὶ ἐκάλεσε τοὺς ὄντας ἐν τῇ οἰκίᾳ καὶ εἶπεν αὐτοῖς λέγουσα· ἴδετε, εἰσήγαγεν ἡμῖν παῖδα ῾Εβραῖον ἐμπαίζειν ἡμῖν· εἰσῆλθε πρός με λέγων· κοιμήθητι μετ᾿ ἐμοῦ, καὶ ἐβόησα φωνῇ μεγάλῃ·",,,,
Genesis 39:15,GEN,Genesis,39,15,"ἐν δὲ τῷ ἀκοῦσαι αὐτὸν ὅτι ὕψωσα τὴν φωνήν μου καὶ ἐβόησα, καταλιπὼν τὰ ἱμάτια αὐτοῦ παρ᾿ ἐμοὶ ἔφυγε καὶ ἐξῆλθεν ἔξω.",,,,
Genesis 39:16,GEN,Genesis,39,16,"καὶ καταλιμπάνει τὰ ἱμάτια παρ᾿ ἑαυτῇ, ἕως ἦλθεν ὁ κύριος εἰς τὸν οἶκον αὐτοῦ.",,,,
Genesis 39:17,GEN,Genesis,39,17,"καὶ ἐλάλησεν αὐτῷ κατὰ τὰ ρήματα ταῦτα λέγουσα· εἰσῆλθε πρός με ὁ παῖς ὁ ῾Εβραῖος, ὃν εἰσήγαγες πρὸς ἡμᾶς, ἐμπαῖξαί μοι καὶ εἶπέ μοι· κοιμηθήσομαι μετὰ σοῦ·",,,,
Genesis 39:18,GEN,Genesis,39,18,"ὡς δὲ ἤκουσεν ὅτι ὕψωσα τὴν φωνήν μου καὶ ἐβόησα, καταλιπὼν τὰ ἱμάτια αὐτοῦ παρ᾿ ἐμοὶ ἔφυγε καὶ ἐξῆλθεν ἔξω.",,,,
Genesis 39:19,GEN,Genesis,39,19,"ἐγένετο δέ, ὡς ἤκουσεν ὁ κύριος αὐτοῦ τὰ ρήματα τῆς γυναικὸς αὐτοῦ, ὅσα ἐλάλησε πρὸς αὐτόν, λέγουσα· οὕτως ἐποίησέ μοι ὁ παῖς σου, καὶ ἐθυμώθη ὀργῇ.",,,,
Genesis 39:20,GEN,Genesis,39,20,"καὶ λαβὼν ὁ κύριος ᾿Ιωσὴφ ἐνέβαλεν αὐτὸν εἰς τὸ ὀχύρωμα, εἰς τὸν τόπον, ἐν ᾦ οἱ δεσμῶται τοῦ βασιλέως κατέχονται ἐκεῖ ἐν τῷ ὀχυρώματι.",,,,
Genesis 39:21,GEN,Genesis,39,21,"Καὶ ἦν Κύριος μετὰ ᾿Ιωσὴφ καὶ κατέχεεν αὐτοῦ ἔλεος καὶ ἔδωκεν αὐτῷ χάριν ἐναντίον τοῦ ἀρχιδεσμοφύλακος,",,,,
Genesis 39:22,GEN,Genesis,39,22,"καὶ ἔδωκεν ὁ ἀρχιδεσμοφύλαξ τὸ δεσμωτήριον διὰ χειρὸς ᾿Ιωσὴφ καὶ πάντας τοὺς ἀπηγμένους, ὅσοι ἐν τῷ δεσμωτηρίῳ, καὶ πάντα ὅσα ποιοῦσιν ἐκεῖ, αὐτὸς ἦν ποιῶν.",,,,
Genesis 39:23,GEN,Genesis,39,23,"οὐκ ἦν ὁ ἀρχιδεσμοφύλαξ τοῦ δεσμωτηρίου γινώσκων δι᾿ αὐτὸν οὐδέν· πάντα γὰρ ἦν διὰ χειρὸς ᾿Ιωσὴφ διὰ τὸ τὸν Κύριον μετ᾿ αὐτοῦ εἶναι, καὶ ὅσα αὐτὸς ἐποίει, ὁ Κύριος εὐώδου ἐν ταῖς χερσὶν αὐτοῦ.",,,,
Genesis 40:1,GEN,Genesis,40,1,ΕΓΕΝΕΤΟ δὲ μετὰ τὰ ρήματα ταῦτα ἥμαρτεν ὁ ἀρχιοινοχόος τοῦ βασιλέως Αἰγύπτου καὶ ὁ ἀρχισιτοποιὸς τῷ κυρίῳ αὐτῶν βασιλεῖ Αἰγύπτου.,,,,
Genesis 40:2,GEN,Genesis,40,2,"καὶ ὠργίσθη Φαραὼ ἐπὶ τοῖς δυσὶν εὐνούχοις αὐτοῦ, ἐπὶ τῷ ἀρχιοινοχόῳ καὶ ἐπὶ τῷ ἀρχισιτοποιῷ,",,,,
Genesis 40:3,GEN,Genesis,40,3,"καὶ ἔθετο αὐτοὺς ἐν φυλακῇ εἰς τὸ δεσμωτήριον, εἰς τὸν τόπον, οὗ ᾿Ιωσὴφ ἀπῆκτο ἐκεῖ.",,,,
Genesis 40:4,GEN,Genesis,40,4,"καὶ συνέστησεν ὁ ἀρχιδεσμώτης τῷ ᾿Ιωσὴφ αὐτούς, καὶ παρέστη αὐτοῖς· ἦσαν δὲ ἡμέρας ἐν τῇ φυλακῇ.",,,,
Genesis 40:5,GEN,Genesis,40,5,"καὶ εἶδον ἀμφότεροι ἐνύπνιον ἐν μιᾷ νυκτί· ἡ δὲ ὅρασις τοῦ ἐνυπνίου τοῦ ἀρχιοινοχόου καὶ ἀρχισιτοποιοῦ, οἳ ἦσαν τῷ βασιλεῖ Αἰγύπτου, οἱ ὄντες ἐν τῷ δεσμωτηρίῳ, ἦν αὕτη.",,,,
Genesis 40:6,GEN,Genesis,40,6,"εἰσῆλθε δὲ πρὸς αὐτοὺς ᾿Ιωσὴφ τῷ πρωΐ καὶ εἶδεν αὐτούς, καὶ ἦσαν τεταραγμένοι.",,,,
Genesis 40:7,GEN,Genesis,40,7,"καὶ ἠρώτα τοὺς εὐνούχους Φαραώ, οἳ ἦσαν μετ᾿ αὐτοῦ ἐν τῇ φυλακῇ παρὰ τῷ κυρίῳ αὐτοῦ, λέγων· τί ὅτι τὰ πρόσωπα ὑμῶν σκυθρωπὰ σήμερον",,,,
Genesis 40:8,GEN,Genesis,40,8,"οἱ δὲ εἶπαν αὐτῷ· ἐνύπνιον εἴδομεν, καὶ ὁ συγκρίνων οὐκ ἔστιν αὐτό. εἶπε δὲ αὐτοῖς ᾿Ιωσήφ· οὐχὶ διὰ τοῦ Θεοῦ ἡ διασάφησις αὐτῶν ἐστι; διηγήσασθε οὖν μοι.",,,,
Genesis 40:9,GEN,Genesis,40,9,καὶ διηγήσατο ὁ ἀρχιοινοχόος τὸ ἐνύπνιον αὐτοῦ τῷ ᾿Ιωσὴφ καὶ εἶπεν· ἐν τῷ ὕπνῳ μου ἦν ἄμπελος ἐναντίον μου·,,,,
Genesis 40:10,GEN,Genesis,40,10,"ἐν δὲ τῇ ἀμπέλῳ τρεῖς πυθμένες, καὶ αὐτὴ θάλλουσα ἀνενηνοχυῖα βλαστούς· πέπειροι οἱ βότρυες σταφυλῆς.",,,,
Genesis 40:11,GEN,Genesis,40,11,καὶ τὸ ποτήριον Φαραὼ ἐν τῇ χειρί μου· καὶ ἔλαβον τὴν σταφυλὴν καὶ ἐξέθλιψα αὐτὴν εἰς τὸ ποτήριον καὶ ἔδωκα τὸ ποτήριον εἰς τὴν χεῖρα Φαραώ.,,,,
Genesis 40:12,GEN,Genesis,40,12,καὶ εἶπεν αὐτῷ ᾿Ιωσήφ· τοῦτο ἡ σύγκρισις αὐτοῦ· οἱ τρεῖς πυθμένες τρεῖς ἡμέραι εἰσίν·,,,,
Genesis 40:13,GEN,Genesis,40,13,"ἔτι τρεῖς ἡμέραι καὶ μνησθήσεται Φαραὼ τῆς ἀρχῆς σου καὶ ἀποκαταστήσει σε ἐπί τὴν ἀρχιοινοχοΐαν σου, καὶ δώσεις τὸ ποτήριον Φαραὼ εἰς τὴν χεῖρα αὐτοῦ κατὰ τὴν ἀρχήν σου τὴν προτέραν, ὡς ἦσθα οἰνοχοῶν.",,,,
Genesis 40:14,GEN,Genesis,40,14,"ἀλλὰ μνήσθητί μου διὰ σεαυτοῦ, ὅταν εὖ γένηταί σοι, καὶ ποιήσεις ἐν ἐμοὶ ἔλεος καὶ μνησθήσει περὶ ἐμοῦ πρὸς Φαραὼ καὶ ἐξάξεις με ἐκ τοῦ ὀχυρώματος τούτου·",,,,
Genesis 40:15,GEN,Genesis,40,15,"ὅτι κλοπῇ ἐκλάπην ἐκ γῆς ῾Εβραίων καὶ ὧδε οὐκ ἐποίησα οὐδέν, ἀλλ᾿ ἐνέβαλόν με εἰς τὸν λάκκον τοῦτον.",,,,
Genesis 40:16,GEN,Genesis,40,16,"καὶ εἶδεν ὁ ἀρχισιτοποιός, ὅτι ὀρθῶς συνέκρινε, καὶ εἶπε τῷ ᾿Ιωσήφ· κἀγὼ εἶδον ἐνύπνιον καὶ ᾤμην τρία κανᾶ χονδριτῶν αἴρειν ἐπὶ τῆς κεφαλῆς μου·",,,,
Genesis 40:17,GEN,Genesis,40,17,"ἐν δὲ κανῷ τῷ ἐπάνω ἀπὸ πάντων τῶν γενῶν, ὧν Φαραὼ ἐσθίει ἔργον σιτοποιοῦ, καὶ τὰ πετεινὰ τοῦ οὐρανοῦ κατήσθιεν αὐτὰ ἀπὸ τοῦ κανοῦ τοῦ ἐπάνω τῆς κεφαλῆς μου.",,,,
Genesis 40:18,GEN,Genesis,40,18,ἀποκριθεὶς δὲ ᾿Ιωσὴφ εἶπεν αὐτῷ· αὕτη ἡ σύγκρισις αὐτοῦ· τὰ τρία κανᾶ τρεῖς ἡμέραι εἰσίν·,,,,
Genesis 40:19,GEN,Genesis,40,19,"ἔτι τριῶν ἡμερῶν καὶ ἀφελεῖ Φαραὼ τὴν κεφαλήν σου ἀπὸ σοῦ καὶ κρεμάσει σε ἐπὶ ξύλου, καὶ φάγεται τὰ ὄρνεα τοῦ οὐρανοῦ τὰς σάρκας σου ἀπὸ σοῦ.",,,,
Genesis 40:20,GEN,Genesis,40,20,"ἐγένετο δὲ ἐν τῇ ἡμέρᾳ τῇ τρίτῃ, ἡμέρα γενέσεως ἦν Φαραώ, καὶ ἐποίει πότον πᾶσι τοῖς παισὶν αὐτοῦ. καὶ ἐμνήσθη τῆς ἀρχῆς τοῦ οἰνοχόου καὶ τῆς ἀρχῆς τοῦ σιτοποιοῦ ἐν μέσῳ τῶν παίδων αὐτοῦ,",,,,
Genesis 40:21,GEN,Genesis,40,21,"καὶ ἀποκατέστησε τὸν ἀρχιοινοχόον ἐπὶ τὴν ἀρχὴν αὐτοῦ, καὶ ἔδωκε τὸ ποτήριον εἰς τὴν χεῖρα Φαραώ,",,,,
Genesis 40:22,GEN,Genesis,40,22,"τὸν δὲ ἀρχισιτοποιὸν ἐκρέμασε, καθὰ συνέκρινεν αὐτοῖς ᾿Ιωσήφ.",,,,
Genesis 40:23,GEN,Genesis,40,23,"καὶ οὐκ ἐμνήσθη ὁ ἀρχιοινοχόος τοῦ ᾿Ιωσήφ, ἀλλ᾿ ἐπελάθετο αὐτοῦ.",,,,
Genesis 41:1,GEN,Genesis,41,1,"ΕΓΕΝΕΤΟ δὲ μετὰ δύο ἔτη ἡμερῶν, Φαραὼ εἶδεν ἐνύπνιον· ᾤετο ἑστάναι ἐπὶ τοῦ ποταμοῦ,",,,,
Genesis 41:2,GEN,Genesis,41,2,καὶ ἰδοὺ ὥσπερ ἐκ τοῦ ποταμοῦ ἀνέβαινον ἑπτὰ βόες καλαὶ τῷ εἴδει καὶ ἐκλεκταὶ ταῖς σαρξὶ καὶ ἐβόσκοντο ἐν τῷ ῎Αχει.,,,,
Genesis 41:3,GEN,Genesis,41,3,ἄλλαι δὲ ἑπτὰ βόες ἀνέβαινον μετὰ ταύτας ἐκ τοῦ ποταμοῦ αἰσχραὶ τῷ εἴδει καὶ λεπταὶ ταῖς σαρξὶ καὶ ἐνέμοντο παρὰ τὰς βόας ἐπὶ τὸ χεῖλος τοῦ ποταμοῦ·,,,,
Genesis 41:4,GEN,Genesis,41,4,καὶ κατέφαγον αἱ ἑπτὰ βόες αἱ αἰσχραὶ καὶ λεπταὶ ταῖς σαρξὶ τὰς ἑπτὰ βόας τὰς καλὰς τῷ εἴδει καὶ τὰς ἐκλεκτὰς ταῖς σαρξί. ἠγέρθη δὲ Φαραώ.,,,,
Genesis 41:5,GEN,Genesis,41,5,"καὶ ἐνυπνιάσθη τὸ δεύτερον, καὶ ἰδοὺ ἑπτὰ στάχυες ἀνέβαινον ἐν τῷ πυθμένι ἑνὶ ἐκλεκτοὶ καὶ καλοί·",,,,
Genesis 41:6,GEN,Genesis,41,6,καὶ ἰδοὺ ἑπτὰ στάχυες λεπτοὶ καὶ ἀνεμόφθοροι ἀνεφύοντο μετ᾿ αὐτούς·,,,,
Genesis 41:7,GEN,Genesis,41,7,"καὶ κατέπιον οἱ ἑπτὰ στάχυες οἱ λεπτοὶ καὶ ἀνεμόφθοροι τοὺς ἑπτὰ στάχυας τοὺς ἐκλεκτοὺς καὶ τοὺς πλήρεις. ἠγέρθη δὲ Φαραώ, καὶ ἦν ἐνύπνιον.",,,,
Genesis 41:8,GEN,Genesis,41,8,"᾿Εγένετο δὲ πρωΐ καὶ ἐταράχθη ἡ ψυχὴ αὐτοῦ, καὶ ἀποστείλας ἐκάλεσε πάντας τοὺς ἐξηγητὰς Αἰγύπτου καὶ πάντας τοὺς σοφοὺς αὐτῆς, καὶ διηγήσατο αὐτοῖς Φαραὼ τὸ ἐνύπνιον αὐτοῦ, καὶ οὐκ ἦν ὁ ἀπαγγέλλων αὐτὸ τῷ Φαραώ.",,,,
Genesis 41:9,GEN,Genesis,41,9,καὶ ἐλάλησεν ὁ ἀρχιοινοχόος πρὸς Φαραὼ λέγων· τὴν ἁμαρτίαν μου ἀναμιμνήσκω σήμερον.,,,,
Genesis 41:10,GEN,Genesis,41,10,"Φαραὼ ὠργίσθη τοῖς παισὶν αὐτοῦ καὶ ἔθετο ἡμᾶς ἐν φυλακῇ ἐν τῷ οἴκῳ τοῦ ἀρχιμαγείρου, ἐμέ τε καὶ τὸν ἀρχισιτοποιόν.",,,,
Genesis 41:11,GEN,Genesis,41,11,"καὶ εἴδομεν ἐνύπνιον ἀμφότεροι ἐν νυκτὶ μιᾷ ἐγὼ καὶ αὐτός, ἕκαστος κατὰ τὸ αὐτοῦ ἐνύπνιον εἴδομεν.",,,,
Genesis 41:12,GEN,Genesis,41,12,"ἦν δὲ ἐκεῖ μεθ᾿ ἡμῶν νεανίσκος παῖς ῾Εβραῖος τοῦ ἀρχιμαγείρου, καὶ διηγησάμεθα αὐτῷ, καὶ συνέκρινεν ἡμῖν.",,,,
Genesis 41:13,GEN,Genesis,41,13,"ἐγενήθη δέ, καθὼς συνέκρινεν ἡμῖν, οὕτω καὶ συνέβη, ἐμέ τε ἀποκατασταθῆναι ἐπὶ τὴν ἀρχήν μου, ἐκεῖνον δὲ κρεμασθῆναι.",,,,
Genesis 41:14,GEN,Genesis,41,14,"᾿Αποστείλας δὲ Φαραὼ ἐκάλεσε τὸν ᾿Ιωσήφ, καὶ ἐξήγαγον αὐτὸν ἀπὸ τοῦ ὀχυρώματος καὶ ἐξύρησαν αὐτὸν καὶ ἤλλαξαν τὴν στολὴν αὐτοῦ, καὶ ἦλθε πρὸς Φαραώ.",,,,
Genesis 41:15,GEN,Genesis,41,15,"εἶπε δὲ Φαραὼ πρὸς ᾿Ιωσήφ· ἐνύπνιον ἑώρακα, καὶ ὁ συγκρίνων οὐκ ἔστιν αὐτό· ἐγὼ δὲ ἀκήκοα περὶ σοῦ λεγόντων, ἀκούσαντά σε ἐνύπνια συγκρῖναι αὐτά.",,,,
Genesis 41:16,GEN,Genesis,41,16,ἀποκριθεὶς δὲ ᾿Ιωσὴφ τῷ Φαραὼ εἶπεν· ἄνευ τοῦ Θεοῦ οὐκ ἀποκριθήσεται τὸ σωτήριον Φαραώ.,,,,
Genesis 41:17,GEN,Genesis,41,17,"ἐλάλησε δὲ Φαραὼ τῷ ᾿Ιωσὴφ λέγων· ἐν τῷ ὕπνῳ μου ᾤμην ἑστάναι παρὰ τὸ χεῖλος τοῦ ποταμοῦ,",,,,
Genesis 41:18,GEN,Genesis,41,18,"καὶ ὥσπερ ἐκ τοῦ ποταμοῦ ἀνέβαινον ἑπτὰ βόες καλαὶ τῷ εἴδει καὶ ἐκλεκταὶ ταῖς σαρξί, καὶ ἐνέμοντο ἐν τῷ ῎Αχει.",,,,
Genesis 41:19,GEN,Genesis,41,19,"καὶ ἰδοὺ ἑπτὰ βόες ἕτεραι ἀνέβαινον ὀπίσω αὐτῶν ἐκ τοῦ ποταμοῦ πονηραὶ καὶ αἰσχραὶ τῷ εἴδει καὶ λεπταὶ ταῖς σαρξίν, οἵας οὐκ εἶδον τοιαύτας ἐν ὅλῃ γῇ Αἰγύπτου αἰσχροτέρας·",,,,
Genesis 41:20,GEN,Genesis,41,20,"καὶ κατέφαγον αἱ ἑπτὰ βόες αἱ αἰσχραὶ καὶ λεπταὶ τὰς ἑπτὰ βόας τὰς πρώτας τὰς καλὰς καὶ τὰς ἐκλεκτάς,",,,,
Genesis 41:21,GEN,Genesis,41,21,"καὶ εἰσῆλθον εἰς τὰς κοιλίας αὐτῶν καὶ οὐ διάδηλοι ἐγένοντο, ὅτι εἰσῆλθον εἰς τὰς κοιλίας αὐτῶν, καὶ αἱ ὄψεις αὐτῶν αἰσχραί, καθὰ καὶ τὴν ἀρχήν· ἐξεγερθεὶς δὲ ἐκοιμήθην",,,,
Genesis 41:22,GEN,Genesis,41,22,"καὶ εἶδον πάλιν ἐν τῷ ὕπνῳ μου, καὶ ὥσπερ ἑπτὰ στάχυες ἀνέβαινον ἐν πυθμένι ἑνὶ πλήρεις καὶ καλοί·",,,,
Genesis 41:23,GEN,Genesis,41,23,ἄλλοι δὲ ἑπτὰ στάχυες λεπτοὶ καὶ ἀνεμόφθοροι ἀνεφύοντο ἐχόμενοι αὐτῶν.,,,,
Genesis 41:24,GEN,Genesis,41,24,"καὶ κατέπιον οἱ ἑπτὰ στάχυες οἱ λεπτοὶ καὶ ἀνεμόφθοροι τοὺς ἑπτὰ στάχυας τοὺς καλοὺς καὶ τοὺς πλήρεις. εἶπα οὖν τοῖς ἐξηγηταῖς, καὶ οὐκ ἦν ὁ ἀπαγγέλλων μοι αὐτό.",,,,
Genesis 41:25,GEN,Genesis,41,25,"Καὶ εἶπεν ᾿Ιωσὴφ τῷ Φαραώ· τὸ ἐνύπνιον Φαραὼ ἕν ἐστιν· ὅσα ὁ Θεὸς ποιεῖ, ἔδειξε τῷ Φαραώ.",,,,
Genesis 41:26,GEN,Genesis,41,26,"αἱ ἑπτὰ βόες αἱ καλαὶ ἑπτὰ ἔτη ἐστί, καὶ οἱ ἑπτὰ στάχυες οἱ καλοὶ ἑπτὰ ἔτη ἐστί· τὸ ἐνύπνιον Φαραὼ ἕν ἐστι,",,,,
Genesis 41:27,GEN,Genesis,41,27,"καὶ αἱ ἑπτὰ βόες αἱ λεπταὶ αἱ ἀναβαίνουσαι ὀπίσω αὐτῶν ἑπτὰ ἔτη ἐστί, καὶ οἱ ἑπτὰ στάχυες οἱ λεπτοὶ καὶ ἀνεμόφθοροι ἔσονται ἑπτὰ ἔτη λιμοῦ.",,,,
Genesis 41:28,GEN,Genesis,41,28,"τὸ δὲ ρῆμα, ὃ εἴρηκα Φαραώ, ὅσα ὁ Θεὸς ποιεῖ, ἔδειξε τῷ Φαραώ,",,,,
Genesis 41:29,GEN,Genesis,41,29,ἰδοὺ ἑπτὰ ἔτη ἔρχεται εὐθηνία πολλὴ ἐν πάσῃ γῇ Αἰγύπτου·,,,,
Genesis 41:30,GEN,Genesis,41,30,"ἥξει δὲ ἑπτὰ ἔτη λιμοῦ μετὰ ταῦτα, καὶ ἐπιλήσονται τῆς πλησμονῆς τῆς ἐσομένης ἐν ὅλῃ Αἰγύπτῳ, καὶ ἀναλώσει ὁ λιμὸς τὴν γῆν,",,,,
