ref,book_name,chapter,verse,fresh_translation,brenton_translation,same_normalized,decision_count,footnote_count,importance
Exodus 36:38,Exodus,36,38,"And they placed on it a blue cord so that it would be on the turban above, as the Lord commanded Moses.","And they put it on the border of blue, so that it should be on the mitre above, as the Lord commanded Moses.",no,0,0,medium
Exodus 37:1,Exodus,37,1,And they made ten curtains for the tent.,And they made ten curtains for the tabernacle;,no,0,0,low
Exodus 37:2,Exodus,37,2,"The length of one curtain was twenty-eight cubits; one measure belonged to all of them, and the breadth of one curtain was four cubits.","of eight and twenty cubits the length of one curtain: the same measure was to all, and the breadth of one curtain was of four cubits.",no,0,0,low
Exodus 37:3,Exodus,37,3,"And they made the curtain of blue and purple and spun scarlet and woven fine linen, woven work with cherubim.","And they made the veil of blue, and purple, and spun scarlet, and fine linen twined, the woven work with cherubs.",no,0,0,low
Exodus 37:4,Exodus,37,4,"And they placed it on four incorruptible posts overlaid with gold, and their capitals gold, and their four bases silver.","And they put it on four posts of incorruptible wood overlaid with gold; and their chapiters were gold, and their four sockets were silver.",no,0,0,low
Exodus 37:5,Exodus,37,5,"And they made the curtain of the door of the tent of testimony of blue and purple and spun scarlet and woven fine linen, woven work with cherubim.","And they made the veil of the door of the tabernacle of witness of blue, and purple, and spun scarlet, and fine linen twined, woven work with cherubs,",no,0,0,low
Exodus 37:6,Exodus,37,6,"And its five posts and rings, and they overlaid their capitals and clasps with gold, and their five bases were bronze.","and their posts five, and the rings; and they gilded their chapiters and their clasps with gold, and they had five sockets of brass.",no,0,0,low
Exodus 37:7,Exodus,37,7,"And they made the court. Toward the south wind were hangings of the court of woven fine linen, one hundred by one hundred.","And they made the court toward the south; the curtains of the court of fine linen twined, a hundred cubits every way,",no,0,0,medium
Exodus 37:8,Exodus,37,8,And their pillars twenty and their bases twenty.,"and their posts twenty, and their sockets twenty;",no,0,0,low
Exodus 37:9,Exodus,37,9,"And on the side toward the north, one hundred by one hundred, and their pillars twenty and their bases twenty.","and on the north side a hundred every way, and on the south side a hundred every way, and their posts twenty and their sockets twenty.",no,0,0,low
Exodus 37:10,Exodus,37,10,"And on the side toward the sea, curtains of fifty cubits, their pillars ten and their bases ten.","And on the west side curtains of fifty cubits, their posts ten and their sockets ten.",no,0,0,low
Exodus 37:11,Exodus,37,11,"And on the side toward the east, fifty cubits.","And on the east side curtains of fifty cubits of fifteen cubits behind,",no,0,0,low
Exodus 37:12,Exodus,37,12,"Hangings fifteen cubits at the back, and their pillars three and their bases three.","and their pillars three, and their sockets three.",no,0,0,low
Exodus 37:13,Exodus,37,13,"And on the second back, on this side and that, by the gate of the court, hangings fifteen cubits, and their pillars three and their bases three.","And at the second back on this side and on that by the gate of the court, curtains of fifteen cubits, their pillars three and their sockets three;",no,0,0,low
Exodus 37:14,Exodus,37,14,All the hangings of the court were of woven fine linen.,all the curtains of the tabernacle of fine linen twined.,no,0,0,low
Exodus 37:15,Exodus,37,15,"And the bases of their pillars were bronze, and their hooks silver, and their capitals silver-covered, and all the pillars of the court were silver-covered.","And the sockets of their pillars of brass, and their hooks of silver, and their chapiters overlaid with silver, and all the posts of the court overlaid with silver:",no,0,0,low
Exodus 37:16,Exodus,37,16,"And the curtain of the gate of the court, embroidered work, of blue and purple and spun scarlet and woven fine linen, was twenty cubits long, and its height and breadth five cubits, equal to the hangings of the court.","and the veil of the gate of the court, the work of an embroiderer of blue, and purple, and spun scarlet, and fine linen twined; the length of twenty cubits, and the height and the breadth of five cubits, made equal to the curtains of the court;",no,0,0,low
Exodus 37:17,Exodus,37,17,"And their pillars four and their bases four bronze, and their hooks silver, and their capitals silver-covered.","and their pillars four, and their sockets four of brass, and their hooks of silver, and their chapiters overlaid with silver.",no,0,0,low
Exodus 37:18,Exodus,37,18,"They also were silver-covered, and all the pegs of the court all around were bronze.","And all the pins of the court round about of brass, and they were overlaid with silver.",no,0,0,low
Exodus 37:19,Exodus,37,19,"And this was the ordering of the tent of testimony, as it was arranged by Moses for the service of the Levites through Ithamar son of Aaron the priest.","And this was the construction of the tabernacle of witness, accordingly as it was appointed to Moses; so that the public service should belong to the Levites, through Ithamar the son of Aaron the priest.",no,0,0,low
Exodus 37:20,Exodus,37,20,"And Bezalel son of Uri, of the tribe of Judah, made as the Lord commanded Moses.","And Beseleel the son of Urias of the tribe of Juda, did as the Lord commanded Moses.",no,0,0,medium
Exodus 37:21,Exodus,37,21,"And Oholiab son of Ahisamach, of the tribe of Dan, was there, chief craftsman in woven works and embroidery and variegated weaving with scarlet and fine linen.","And Eliab the son of Achisamach of the tribe of Dan was there, who was chief artificer in the woven works and needle-works and embroideries, in weaving with the scarlet and fine linen.",no,0,0,medium
Exodus 38:1,Exodus,38,1,"And Bezalel made the ark,","And Beseleel made the ark,",no,0,0,low
Exodus 38:2,Exodus,38,2,and overlaid it with pure gold inside and outside.,and overlaid it with pure gold within and without;,no,0,0,low
Exodus 38:3,Exodus,38,3,"And he cast for it four gold rings, two on one side and two on the second side,","and he cast for it four golden rings, two on the one side, and two on the other,",no,0,0,low
Exodus 38:4,Exodus,38,4,"broad enough for the poles, so that they might carry it by them.","wide enough for the staves, so that men should bear the ark with them.",no,0,0,low
Exodus 38:5,Exodus,38,5,"And he made the propitiatory above the ark of pure gold,","And he made the propitiatory over the ark of pure gold,",no,0,0,low
Exodus 38:6,Exodus,38,6,"and the two gold cherubim,",and the two cherubs of gold;,no,0,0,low
Exodus 38:7,Exodus,38,7,"one cherub on one end of the propitiatory and one cherub on the second end of the propitiatory,","one cherub on the one end of the propitiatory, and another cherub on the other end of the propitiatory,",no,0,0,low
Exodus 38:8,Exodus,38,8,overshadowing the propitiatory with their wings.,overshadowing the propitiatory with their wings.,yes,0,0,none
Exodus 38:9,Exodus,38,9,"And he made the presentation table of pure gold,","And he made the set table of pure gold,",no,0,0,low
Exodus 38:10,Exodus,38,10,"and cast for it four rings, two on one side and two on the second side, broad enough so that it might be lifted with the poles in them.","and cast for it four rings: two on the one side and two on the other side, broad, so that men should lift it with the staves in them.",no,0,0,low
Exodus 38:11,Exodus,38,11,And he made the poles of the ark and of the table and overlaid them with gold.,"And he made the staves of the ark and of the table, and gilded them with gold.",no,0,0,low
Exodus 38:12,Exodus,38,12,"And he made the utensils of the table, both the dishes and the censers and the cups and the bowls in which he would pour offerings, of gold.","And he made the furniture of the table, both the dishes, and the censers, and the cups, and the bowls with which he should offer drink-offerings, of gold.",no,0,0,low
Exodus 38:13,Exodus,38,13,"And he made the lampstand that gives light, of solid gold, the shaft","And he made the candlestick which gives light, of gold;",no,0,0,low
Exodus 38:14,Exodus,38,14,"and the branches from both sides of it,","the stem solid, and the branches from both its sides;",no,0,0,low
Exodus 38:15,Exodus,38,15,"and buds springing out from its branches, three on this side and three on that, matching one another.","and blossoms proceeding from its branches, three on this side, and three on the other, made equal to each other.",no,0,0,low
Exodus 38:16,Exodus,38,16,"And as for the lamps that are at the ends, nut-like cups came from them, and sockets from them, so that the lamps might rest on them; and the seventh socket, at the top of the lampstand, at the summit above, was wholly solid gold.","And as to their lamps, which are on the ends, knops proceeded from them; and sockets proceeding from them, that the lamps might be upon them; and the seventh socket, on the top of the candlestick, on the summit above, entirely of solid gold.",no,0,0,low
Exodus 38:17,Exodus,38,17,"And on the lampstand were seven gold lamps, and its snuffers gold, and their trays gold.","And on the candlestick seven golden lamps, and its snuffers gold, and its funnels gold.",no,0,0,low
Exodus 38:18,Exodus,38,18,He silver-covered the posts and cast gold rings for each post and overlaid the bars with gold. He overlaid the posts of the curtain with gold and made gold hooks.,"He overlaid the posts with silver, and cast for each post golden rings, and gilded the bars with gold; and he gilded the posts of the veil with gold, and made the hooks of gold.",no,0,0,low
Exodus 38:19,Exodus,38,19,"He also made the rings of the tent gold, and the rings of the court, and rings for drawing out the upper covering, bronze.","He made also the rings of the tabernacle of gold; and the rings of the court, and the rings for drawing out the veil above of brass.",no,0,0,low
Exodus 38:20,Exodus,38,20,"He cast the silver capitals of the tent and the bronze capitals of the door of the tent and the gate of the court, and he made silver hooks for the posts and silver-covered them on the posts.","He cast the silver chapiters of the tabernacle, and the brazen chapiters of the door of the tabernacle, and the gate of the court; and he made silver hooks for the posts, he overlaid them with silver on the posts.",no,0,0,low
Exodus 38:21,Exodus,38,21,"He made the pegs of the tent and the pegs of the court, bronze.",He made the pins of the tabernacle and the pins of the court of brass.,no,0,0,low
Exodus 38:22,Exodus,38,22,He made the bronze altar from the bronze fire-pans that belonged to the men who stirred up revolt with the company of Korah.,"He made the brazen altar of the brazen censers, which belonged to the men engaged in sedition with the gathering of Core.",no,0,0,low
Exodus 38:23,Exodus,38,23,He made all the utensils of the altar and its fire-pan and the base and the bowls and the bronze flesh-hooks.,"He made all the vessels of the altar and its grate, and its base, and its bowls, and the brazen flesh-hooks.",no,0,0,low
Exodus 38:24,Exodus,38,24,"He made for the altar a surrounding frame of net-work beneath its fire-pan underneath it as far as its middle, and he fixed to it four bronze rings on the four sides of the frame of the altar, wide enough for the bars, so that the altar might be carried by them.","He made an appendage for the altar of network under the grate, beneath it as far as the middle of it; and he fastened to it four brazen rings on the four parts of the appendage of the altar, wide enough for the bars, so as to bear the altar with them.",no,0,0,low
Exodus 38:25,Exodus,38,25,"He made the holy anointing oil and the pure compounded incense, work of a perfumer.","He made the holy anointing oil and the composition of the incense, the pure work of the perfumer.",no,0,0,low
Exodus 38:26,Exodus,38,26,"He made the bronze laver and its bronze base from the mirrors of the women who fasted, who fasted by the doors of the tent of testimony on the day it was set up.","He made the brazen laver, and the brazen base of it of the mirrors of the women that fasted, who fasted by the doors of the tabernacle of witness, in the day in which he set it up.",no,0,0,low
Exodus 38:27,Exodus,38,27,"And he made the laver so that Moses and Aaron and his sons might wash their hands and feet from it. Whenever they entered the tent of testimony or approached the altar to minister, they washed from it, just as the Lord commanded Moses.","And he made the laver, that at it Moses and Aaron and his sons might wash their hands and their feet: when they went into the tabernacle of witness, or whensoever they should advance to the altar to do service, they washed at it, as the Lord commanded Moses.",no,0,0,medium
Exodus 39:1,Exodus,39,1,"All the gold that was worked for the works, for all the labor of the holy things, was gold from the contribution, twenty-nine talents and seven hundred twenty shekels by the holy shekel.","All the gold that was employed for the works according to all the fabrication of the holy things, was of the gold of the offerings, twenty-nine talents, and seven hundred and twenty shekels according to the holy shekel.",no,0,0,medium
Exodus 39:2,Exodus,39,2,"And the silver contribution from the men counted in the congregation was one hundred talents and one thousand seven hundred seventy-five shekels,","And the offering of silver from the men that were numbered of the congregation a hundred talents, and a thousand seven hundred and seventy-five shekels, one drachm apiece, even the half shekel, according to the holy shekel.",no,0,0,low
Exodus 39:3,Exodus,39,3,"one drachma per head, half the shekel by the holy shekel, for everyone passing through the visitation, from twenty years and above, six hundred three thousand five hundred fifty.","Every one that passed the survey from twenty years old and upwards to the number of six hundred thousand, and three thousand five hundred and fifty.",no,0,0,low
Exodus 39:4,Exodus,39,4,"And the one hundred talents of silver became the casting of the one hundred capitals of the tent and the capitals of the curtain, one hundred capitals for the one hundred talents, a talent per capital.","And the hundred talents of silver went to the casting of the hundred chapiters of the tabernacle, and to the chapiters of the veil;",no,0,0,low
Exodus 39:5,Exodus,39,5,"And the one thousand seven hundred seventy-five shekels they made into hooks for the posts, and he overlaid their capitals and adorned them.","a hundred chapiters to the hundred talents, a talent to a chapiter.",no,0,0,low
Exodus 39:6,Exodus,39,6,And the bronze of the contribution was seventy talents and one thousand five hundred shekels.,"And the thousand seven hundred and seventy-five shekels he formed into hooks for the pillars, and he gilt their chapiters and adorned them.",no,0,0,low
Exodus 39:7,Exodus,39,7,"And from it he made the bases of the door of the tent of testimony,","And the brass of the offering was seventy talents, and a thousand five hundred shekels;",no,0,0,low
Exodus 39:8,Exodus,39,8,"and the bases of the court all around and the bases of the gate of the court and the pegs of the tent and the pegs of the court all around,","and they made of it the bases of the door of the tabernacle of witness,",no,0,0,low
Exodus 39:9,Exodus,39,9,and the bronze frame of the altar and all the utensils of the altar and all the instruments of the tent of testimony.,"and the bases of the court round about, and the bases of the gate of the court, and the pins of the tabernacle, and the pins of the court round about;",no,0,0,low
Exodus 39:10,Exodus,39,10,And the sons of Israel did as the Lord commanded Moses; so they did.,"and the brazen appendage of the altar, and all the vessels of the altar, and all the instruments of the tabernacle of witness.",no,0,0,medium
Exodus 39:11,Exodus,39,11,And from the gold that remained of the contribution they made vessels to minister with before the Lord.,"And the children of Israel did as the Lord commanded Moses, so did they.",no,0,0,medium
Exodus 39:12,Exodus,39,12,"And the remaining blue and purple and scarlet they made into ministering garments for Aaron, so that he might minister with them in the holy place.",And of the gold that remained of the offering they made vessels to minister with before the Lord.,no,0,0,low
Exodus 39:13,Exodus,39,13,"And they brought the garments to Moses, and the tent and its utensils and its bases and its bars and the posts,","And the blue that was left, and the purple, and the scarlet they made into garments of ministry for Aaron, so that he should minister with them in the sanctuary;",no,0,0,low
Exodus 39:14,Exodus,39,14,"and the ark of the covenant and its carrying-poles,","and they brought the garments to Moses, and the tabernacle, and its furniture, its bases and its bars and the posts;",no,0,0,low
Exodus 39:15,Exodus,39,15,"and the altar and all its utensils and the anointing oil and the compounded incense,","and the ark of the covenant, and its bearers, and the altar and all its furniture.",no,0,0,low
Exodus 39:16,Exodus,39,16,"and the pure lampstand and its lamps, lamps for burning, and the oil of light,","And they made the anointing oil, and the incense of composition, and the pure candlestick,",no,0,0,low
Exodus 39:17,Exodus,39,17,"and the presentation table and all its utensils and the loaves laid out,","and its lamps, lamps for burning, and oil for the light,",no,0,0,low
Exodus 39:18,Exodus,39,18,"and the holy garments that belong to Aaron and the garments of his sons for the priesthood,","and the table of shewbread, and all its furniture, and the shewbread upon it,",no,0,0,low
Exodus 39:19,Exodus,39,19,"and the hangings of the court and the posts and the curtain of the door of the tent and of the gate of the court and all the utensils of the tent and all its instruments,","and the garments of the sanctuary which belong to Aaron, and the garments of his sons, for the priestly ministry;",no,0,0,low
Exodus 39:20,Exodus,39,20,"and the red-dyed rams' skins and the blue skin coverings and the coverings for the remaining things,","and the curtains of the court, and the posts, and the veil of the door of the tabernacle, and the gate of the court,",no,0,0,low
Exodus 39:21,Exodus,39,21,and the pegs and all the instruments for the works of the tent of testimony.,"and all the vessels of the tabernacle and all its instruments: and the skins, even rams' skins dyed red, and the blue coverings, and the coverings of the other things, and the pins, and all the instruments for the works of the tabernacle of witness.",no,0,0,medium
Exodus 39:22,Exodus,39,22,"As the Lord commanded Moses, so the sons of Israel made all the equipment.","Whatsoever things the Lord appointed Moses, so did the children of Israel make all the furniture.",no,0,0,medium
Exodus 39:23,Exodus,39,23,"And Moses saw all the works, and they had done them just as the Lord commanded Moses. So they made them, and Moses blessed them.","And Moses saw all the works; and they had done them all as the Lord commanded Moses, so had they made them; and Moses blessed them.",no,0,0,medium
Exodus 40:1,Exodus,40,1,"And the Lord spoke to Moses, saying,","And the Lord spoke to Moses, saying,",yes,0,0,none
Exodus 40:2,Exodus,40,2,"""On one day, the new moon of the first month, you shall set up the tent of testimony.","On the first day of the first month, at the new moon, thou shalt set up the tabernacle of witness,",no,0,0,low
Exodus 40:3,Exodus,40,3,And you shall place the ark of testimony and cover the ark with the curtain.,"and thou shalt place in it the ark of the testimony, and shalt cover the ark with the veil,",no,0,0,low
Exodus 40:4,Exodus,40,4,"And you shall bring in the table and arrange its arrangement, and you shall bring in the lampstand and place its lamps.",and thou shalt bring in the table and shalt set forth that which is to be set forth on it; and thou shalt bring in the candlestick and place its lamps on it.,no,0,0,low
Exodus 40:5,Exodus,40,5,"And you shall place the gold altar for incense before the ark, and you shall place the curtain-screen on the door of the tent of testimony.","And thou shalt place the golden altar, to burn incense before the ark; and thou shalt put a covering of a veil on the door of the tabernacle of witness.",no,0,0,low
Exodus 40:6,Exodus,40,6,And you shall place the altar of offerings by the doors of the tent of testimony.,"And thou shalt put the altar of burnt-offerings by the doors of the tabernacle of witness,",no,0,0,low
Exodus 40:8,Exodus,40,8,And you shall set the tent around it and sanctify all that belongs to it all around.,"and thou shalt set up the tabernacle round about, and thou shalt hallow all that belongs to it round about.",no,0,0,low
Exodus 40:9,Exodus,40,9,"And you shall take the anointing oil and anoint the tent and all that is in it, and you shall sanctify it and all its utensils, and it shall be holy.","And thou shalt take the anointing oil, and shalt anoint the tabernacle, and all things in it; and shalt sanctify it, and all its furniture, and it shall be holy.",no,0,0,low
Exodus 40:10,Exodus,40,10,"And you shall anoint the altar of offerings and all its utensils, and you shall sanctify the altar, and the altar shall be Holy of Holies.","And thou shalt anoint the altar of burnt-offerings, and all its furniture; and thou shalt hallow the altar, and the altar shall be most holy.",no,0,0,low
Exodus 40:12,Exodus,40,12,And you shall bring Aaron and his sons to the doors of the tent of testimony and wash them with water.,"And thou shalt bring Aaron and his sons to the doors of the tabernacle of witness, and thou shalt wash them with water.",no,0,0,low
Exodus 40:13,Exodus,40,13,"And you shall clothe Aaron with the holy garments and anoint him and sanctify him, and he shall serve as priest to me.","And thou shalt put on Aaron the holy garments, and thou shalt anoint him, and thou shalt sanctify him, and he shall minister to me as priest.",no,0,0,low
Exodus 40:14,Exodus,40,14,And you shall bring his sons and clothe them with tunics.,"And thou shalt bring up his sons, and shalt put garments on them.",no,0,0,low
Exodus 40:15,Exodus,40,15,"And you shall anoint them just as you anointed their father, and they shall serve as priests to me. And it shall be for them an anointing of priesthood forever throughout their generations.""","And thou shalt anoint them as thou didst anoint their father, and they shall minister to me as priests; and it shall be that they shall have an everlasting anointing of priesthood, throughout their generations.",no,0,0,low
Exodus 40:16,Exodus,40,16,And Moses did all that the Lord commanded him; so he did.,"And Moses did all things whatsoever the Lord commanded him, so did he.",no,0,0,medium
Exodus 40:17,Exodus,40,17,"And it came about in the first month, in the second year after they went out from Egypt, at the new moon, that the tent was set up.","And it came to pass in the first month, in the second year after their going forth out of Egypt, at the new moon, that the tabernacle was set up.",no,0,0,low
Exodus 40:18,Exodus,40,18,And Moses set up the tent and put on the capitals and inserted the bars and set up the posts.,"And Moses set up the tabernacle, and put on the chapiters, and put the bars into their places, and set up the posts.",no,0,0,low
Exodus 40:19,Exodus,40,19,"And he stretched out the curtains over the tent and put the covering of the tent above it, as the Lord commanded Moses.","And he stretched out the curtains over the tabernacle, and put the veil of the tabernacle on it above as the Lord commanded Moses.",no,0,0,medium
Exodus 40:20,Exodus,40,20,"And taking the testimonies, he put them into the ark and placed the poles beside the ark.","And he took the testimonies, and put them into the ark; and he put the staves by the sides of the ark.",no,0,0,low
Exodus 40:21,Exodus,40,21,"And he brought the ark into the tent and put on the curtain-covering and covered the ark of testimony, just as the Lord commanded Moses.","And he brought the ark into the tabernacle, and put on it the covering of the veil, and covered the ark of the testimony, as the Lord commanded Moses.",no,0,0,medium
Exodus 40:22,Exodus,40,22,"And he placed the table in the tent of testimony on the north side of the tent, outside the curtain of the tent.","And he put the table in the tabernacle of witness, on the north side without the veil of the tabernacle.",no,0,0,low
Exodus 40:23,Exodus,40,23,"And he set upon it the loaves of presentation before the Lord, just as the Lord commanded Moses.","And he put on it the shewbread before the Lord, as the Lord commanded Moses.",no,0,0,medium
Exodus 40:24,Exodus,40,24,And he placed the lampstand in the tent of testimony on the south side of the tent.,"And he put the candlestick into the tabernacle of witness, on the side of the tabernacle toward the south.",no,0,0,low
Exodus 40:25,Exodus,40,25,"And he placed its lamps before the Lord, just as the Lord commanded Moses.","And he put on it its lamps before the Lord, as the Lord had commanded Moses.",no,0,0,medium
Exodus 40:26,Exodus,40,26,And he placed the golden altar in the tent of testimony opposite the curtain.,And he put the golden altar in the tabernacle of witness before the veil;,no,0,0,low
Exodus 40:27,Exodus,40,27,"And he burned on it the compounded incense, just as the Lord commanded Moses.","and he burnt on it incense of composition, as the Lord commanded Moses.",no,0,0,medium
Exodus 40:29,Exodus,40,29,And he placed the altar of offerings by the doors of the tent.,And he put the altar of the burnt-offerings by the doors of the tabernacle.,no,0,0,low
Exodus 40:33,Exodus,40,33,"And he set up the court around the tent and the altar, and Moses finished all the works.",And he set up the court round about the tabernacle and the altar; and Moses accomplished all the works.,no,0,0,medium
Exodus 40:34,Exodus,40,34,"And the cloud covered the tent of testimony, and the tent was filled with the glory of the Lord.","And the cloud covered the tabernacle of witness, and the tabernacle was filled with the glory of the Lord.",no,0,0,low
Exodus 40:35,Exodus,40,35,"And Moses was not able to enter into the tent of testimony, because the cloud overshadowed it, and the tent was filled with the glory of the Lord.","And Moses was not able to enter into the tabernacle of testimony, because the cloud overshadowed it, and the tabernacle was filled with the glory of the Lord.",no,0,0,low
Exodus 40:36,Exodus,40,36,"And whenever the cloud went up from the tent, the sons of Israel set out with all their baggage.","And when the cloud went up from the tabernacle, the children of Israel prepared to depart with their baggage.",no,0,0,low
Exodus 40:37,Exodus,40,37,"But if the cloud did not go up, they did not set out until the day the cloud went up.","And if the cloud went not up, they did not prepare to depart, till the day when the cloud went up.",no,0,0,low
Exodus 40:38,Exodus,40,38,"For cloud was upon the tent by day, and fire upon it by night, before all Israel in all their journeys.""","For a cloud was on the tabernacle by day, and fire was on it by night before all Israel, in all their journeyings.",no,0,0,low
Genesis 1:1,Genesis,1,1,"At the beginning, God made heaven and earth.",In the beginning God made the heaven and the earth.,no,3,1,high
Genesis 1:2,Genesis,1,2,"Now the earth was unseen and unformed, darkness was over the abyss, and a wind from God was moving over the water.","But the earth was unsightly and unfurnished, and darkness was over the deep, and the Spirit of God moved over the water.",no,4,1,high
Genesis 1:3,Genesis,1,3,"And God said, 'Let light come to be.' And light came to be.","And God said, Let there be light, and there was light.",no,3,1,high
Genesis 1:4,Genesis,1,4,"And God saw the light, that it was good. And God separated the light from the darkness.","And God saw the light that it was good, and God divided between the light and the darkness.",no,2,0,high
Genesis 1:5,Genesis,1,5,"And God called the light Day, and the darkness he called Night. And evening came, and morning came: day one.","And God called the light Day, and the darkness he called Night, and there was evening and there was morning, the first day.",no,2,1,high
Genesis 1:6,Genesis,1,6,"And God said, 'Let a firm span come to be in the middle of the water, and let it divide water from water.' And it came to be so.","And God said, Let there be a firmament in the midst of the water, and let it be a division between water and water, and it was so.",no,2,1,high
Genesis 1:7,Genesis,1,7,"And God made the firm span, and God separated the water below the firm span from the water above the firm span.","And God made the firmament, and God divided between the water which was under the firmament and the water which was above the firmament.",no,1,0,high
Genesis 1:8,Genesis,1,8,"And God called the firm span Heaven. And God saw that it was good. And evening came, and morning came: second day.","And God called the firmament Heaven, and God saw that it was good, and there was evening and there was morning, the second day.",no,2,0,high
Genesis 1:9,Genesis,1,9,"And God said, 'Let the water below Heaven be gathered into one gathering, and let the dry land appear.' And it came to be so. And the water below Heaven was gathered into collections, and the dry land appeared.","And God said, Let the water which is under the heaven be collected into one place, and let the dry land appear, and it was so. And the water which was under the heaven was collected into its places, and the dry land appeared.",no,2,1,high
Genesis 1:10,Genesis,1,10,"And God called the dry land Earth, and the gathered waters he called Seas. And God saw that it was good.","And God called the dry land Earth, and the gatherings of the waters he called Seas, and God saw that it was good.",no,2,1,high
Genesis 1:11,Genesis,1,11,"And God said, 'Let the earth sprout seed-bearing grass and herb according to kind and likeness, and fruit-bearing trees making fruit with their seed in them according to kind upon the earth.' And it came to be so.","And God said, Let the earth bring forth the herb of grass bearing seed according to its kind and according to its likeness, and the fruit-tree bearing fruit whose seed is in it, according to its kind on the earth, and it was so.",no,1,1,high
Genesis 1:12,Genesis,1,12,"And the earth brought forth seed-bearing grass and herb according to kind and likeness, and fruit-bearing trees making fruit with their seed in them according to kind upon the earth. And God saw that it was good.","And the earth brought forth the herb of grass bearing seed according to its kind and according to its likeness, and the fruit tree bearing fruit whose seed is in it, according to its kind on the earth, and God saw that it was good.",no,1,0,high
Genesis 1:13,Genesis,1,13,"And evening came, and morning came: third day.","And there was evening and there was morning, the third day.",no,1,0,high
Genesis 1:14,Genesis,1,14,"And God said, 'Let light-bearers come to be in the firm span of Heaven for shining on the earth, to divide day from night. And let them be for signs and for seasons and for days and for years.'","And God said, Let there be lights in the firmament of the heaven to give light upon the earth, to divide between day and night, and let them be for signs and for seasons and for days and for years.",no,1,1,high
Genesis 1:15,Genesis,1,15,And let them be for shining in the firm span of Heaven so as to shine on the earth. And it came to be so.,"And let them be for light in the firmament of the heaven, so as to shine upon the earth, and it was so.",no,1,0,high
Genesis 1:16,Genesis,1,16,"And God made the two great light-bearers, the greater light-bearer for the dominion of the day and the lesser light-bearer for the dominion of the night, and the stars.","And God made the two great lights, the greater light for regulating the day and the lesser light for regulating the night, the stars also.",no,1,1,high
Genesis 1:17,Genesis,1,17,And God placed them in the firm span of Heaven so as to shine on the earth.,"And God placed them in the firmament of the heaven, so as to shine upon the earth,",no,1,0,high
Genesis 1:18,Genesis,1,18,And they were to rule day and night and to divide light from darkness. And God saw that it was good.,"and to regulate day and night, and to divide between the light and the darkness. And God saw that it was good.",no,1,0,high
Genesis 1:19,Genesis,1,19,"And evening came, and morning came: fourth day.","And there was evening and there was morning, the fourth day.",no,0,0,low
Genesis 1:20,Genesis,1,20,"And God said, 'Let the waters bring forth swarming living creatures and winged birds flying over the earth across the firm span of Heaven.' And it came to be so.","And God said, Let the waters bring forth reptiles having life, and winged creatures flying above the earth in the firmament of heaven, and it was so.",no,1,1,high
Genesis 1:21,Genesis,1,21,"And God made the great sea-creatures and every living creature among the swarming things that the waters brought forth according to their kinds, and every winged bird according to kind. And God saw that they were good.","And God made great whales, and every living reptile, which the waters brought forth according to their kinds, and every creature that flies with wings according to its kind, and God saw that they were good.",no,1,0,high
Genesis 1:22,Genesis,1,22,"And God blessed them, saying, 'Increase and multiply and fill the waters in the seas, and let the birds multiply on the earth.'","And God blessed them, saying, Increase and multiply and fill the waters in the seas, and let the creatures that fly be multiplied on the earth.",no,1,0,high
Genesis 1:23,Genesis,1,23,"And evening came, and morning came: fifth day.","And there was evening and there was morning, the fifth day.",no,0,0,low
Genesis 1:24,Genesis,1,24,"And God said, 'Let the earth bring forth living creatures according to kind: four-footed animals and creeping things and wild beasts of the earth according to kind.' And it came to be so.","And God said, Let the earth bring forth the living creature according to its kind, quadrupeds and reptiles and wild beasts of the earth according to their kind, and it was so.",no,1,0,high
Genesis 1:25,Genesis,1,25,"And God made the wild beasts of the earth according to kind, and the livestock according to their kind, and every creeping thing of the earth according to its kind. And God saw that they were good.","And God made the wild beasts of the earth according to their kind, and cattle according to their kind, and all the reptiles of the earth according to their kind, and God saw that they were good.",no,1,0,high
Genesis 1:26,Genesis,1,26,"And God said, 'Let us make humankind according to our image and according to likeness, and let them rule the fish of the sea and the birds of Heaven and the livestock and all the earth and every creeping thing that creeps on the earth.'","And God said, Let us make man according to our image and likeness, and let them have dominion over the fish of the sea, and over the flying creatures of heaven, and over the cattle and all the earth, and over all the reptiles that creep on the earth.",no,2,1,high
Genesis 1:27,Genesis,1,27,And God made humankind; according to God's image he made humankind. Male and female he made them.,"And God made man, according to the image of God he made him, male and female he made them.",no,1,0,high
Genesis 1:28,Genesis,1,28,"And God blessed them, saying, 'Increase and multiply and fill the earth and subdue it, and rule the fish of the sea and the birds of Heaven and all the livestock and all the earth and every creeping thing that creeps on the earth.'","And God blessed them, saying, Increase and multiply, and fill the earth and subdue it, and have dominion over the fish of the seas and flying creatures of heaven, and all the cattle and all the earth, and all the reptiles that creep on the earth.",no,1,1,high
Genesis 1:29,Genesis,1,29,"And God said, 'Look, I have given you every seed-bearing plant that sows seed on all the earth, and every tree that has in itself fruit with seed for sowing. It will be food for you.'","And God said, Behold I have given to you every seed-bearing herb sowing seed which is upon all the earth, and every tree which has in itself the fruit of seed that is sown, to you it shall be for food.",no,1,0,high
