ref,book_code,book_name,chapter,verse,greek_text,transliteration,literal_gloss,syntax_notes,draft_translation,ukjv_translation,review_status,review_notes
1 Timothy 5:7,1TI,1 Timothy,5,7,και ταυτα παραγγελλε ινα ανεπιληπτοι ωσιν,kai tauta paraggelle ina anepilhptoi wsin,,,"And command these things, that they may be blameless.","And these things give in charge, that they may be blameless.",tr_literal_manual,manual TR literal override
1 Timothy 5:8,1TI,1 Timothy,5,8,ει δε τις των ιδιων και μαλιστα των οικειων ου προνοει την πιστιν ηρνηται και εστιν απιστου χειρων,ei de tiv twn idiwn kai malista twn oikeiwn ou pronoei thn pistin hrnhtai kai estin apistou ceirwn,,,"But if anyone does not provide for his own, and especially for those of his own household, he has denied the faith, and is worse than an unbeliever.","But if any provide not for his own, and specially for those of his own house, he has denied the faith, and is worse than an infidel.",tr_literal_manual,manual TR literal override
1 Timothy 5:9,1TI,1 Timothy,5,9,χηρα καταλεγεσθω μη ελαττον ετων εξηκοντα γεγονυια ενος ανδρος γυνη,chra katalegesyw mh elatton etwn exhkonta gegonuia enov androv gunh,,,"Let a widow be enrolled not less than sixty years old, having been the wife of one man,","Let not a widow be taken into the number under threescore years old, having been the wife of one man.",tr_literal_manual,manual TR literal override
1 Timothy 5:10,1TI,1 Timothy,5,10,εν εργοις καλοις μαρτυρουμενη ει ετεκνοτροφησεν ει εξενοδοχησεν ει αγιων ποδας ενιψεν ει θλιβομενοις επηρκεσεν ει παντι εργω αγαθω επηκολουθησεν,en ergoiv kaloiv marturoumenh ei eteknotrofhsen ei exenodochsen ei agiwn podav eniqen ei ylibomenoiv ephrkesen ei panti ergw agayw ephkolouyhsen,,,"Well reported of for good works; if she have brought up children, if she have lodged strangers, if she have washed the holy ones' feet, if she have relieved the afflicted, if she have diligently followed every good work.","Well reported of for good works; if she have brought up children, if she have lodged strangers, if she have washed the saints' feet, if she have relieved the afflicted, if she have diligently followed every good work.",tr_literal_pass1,rendered hagioi as holy ones
1 Timothy 5:11,1TI,1 Timothy,5,11,νεωτερας δε χηρας παραιτου οταν γαρ καταστρηνιασωσιν του χριστου γαμειν θελουσιν,newterav de chrav paraitou otan gar katastrhniaswsin tou cristou gamein yelousin,,,"But refuse younger widows: for when they grow wanton against Christ, they desire to marry;","But the younger widows refuse: for when they have begun to wax wanton against Christ, they will marry;",tr_literal_manual,manual TR literal override
1 Timothy 5:12,1TI,1 Timothy,5,12,εχουσαι κριμα οτι την πρωτην πιστιν ηθετησαν,ecousai krima oti thn prwthn pistin hyethsan,,,"Having judgment, because they have cast off their first faith.","Having damnation, because they have cast off their first faith.",tr_literal_pass1,rendered krima/krisis as judgment
1 Timothy 5:13,1TI,1 Timothy,5,13,αμα δε και αργαι μανθανουσιν περιερχομεναι τας οικιας ου μονον δε αργαι αλλα και φλυαροι και περιεργοι λαλουσαι τα μη δεοντα,ama de kai argai manyanousin periercomenai tav oikiav ou monon de argai alla kai fluaroi kai periergoi lalousai ta mh deonta,,,"And at the same time they also learn to be idle, going about the houses; and not only idle, but also gossips and busybodies, speaking things which they ought not.","And likewise they learn to be idle, wandering about from house to house; and not only idle, but gossiping also and busybodies, speaking things which they ought not.",tr_literal_manual,manual TR literal override
1 Timothy 5:14,1TI,1 Timothy,5,14,βουλομαι ουν νεωτερας γαμειν τεκνογονειν οικοδεσποτειν μηδεμιαν αφορμην διδοναι τω αντικειμενω λοιδοριας χαριν,boulomai oun newterav gamein teknogonein oikodespotein mhdemian aformhn didonai tw antikeimenw loidoriav carin,,,"Therefore I will that younger women marry, bear children, rule the house, give no occasion to the adversary for reproach.","I will therefore that the younger women marry, bear children, guide the house, give none occasion to the adversary to speak reproachfully.",tr_literal_manual,manual TR literal override
1 Timothy 5:15,1TI,1 Timothy,5,15,ηδη γαρ τινες εξετραπησαν οπισω του σατανα,hdh gar tinev exetraphsan opisw tou satana,,,For some are already turned aside after Satan.,For some are already turned aside after Satan.,needs_focused_tr_review,UKJV seed retained; needs focused Greek review
1 Timothy 5:16,1TI,1 Timothy,5,16,ει τις πιστος η πιστη εχει χηρας επαρκειτω αυταις και μη βαρεισθω η εκκλησια ινα ταις οντως χηραις επαρκεση,ei tiv pistov h pisth ecei chrav eparkeitw autaiv kai mh bareisyw h ekklhsia ina taiv ontwv chraiv eparkesh,,,"If anyone or woman that believes have widows, let them relieve them, and let not the assembly be charged; that it may relieve those who are widows indeed.","If any man or woman that believes have widows, let them relieve them, and let not the church be charged; that it may relieve them that are widows indeed.",tr_literal_pass1,modernized any-man idiom; modernized them-that relative; rendered ekklesia as assembly
1 Timothy 5:17,1TI,1 Timothy,5,17,οι καλως προεστωτες πρεσβυτεροι διπλης τιμης αξιουσθωσαν μαλιστα οι κοπιωντες εν λογω και διδασκαλια,oi kalwv proestwtev presbuteroi diplhv timhv axiousywsan malista oi kopiwntev en logw kai didaskalia,,,"Let the elders that rule well be counted worthy of double honor, especially they who labor in the word and doctrine.","Let the elders that rule well be counted worthy of double honour, especially they who labour in the word (o. logos) and doctrine.",tr_literal_pass1,modernized honour spelling; modernized labour spelling; removed UKJV inline Strong-style lexical marker
1 Timothy 5:18,1TI,1 Timothy,5,18,λεγει γαρ η γραφη βουν αλοωντα ου φιμωσεις και αξιος ο εργατης του μισθου αυτου,legei gar h grafh boun alownta ou fimwseiv kai axiov o ergathv tou misyou autou,,,"For the scripture says, You shall not suppress the ox that treads out the grain. And, The laborer is worthy of his reward.","For the scripture says, You shall not suppress the ox that treads out the corn. And, The labourer is worthy of his reward.",tr_literal_pass1,modernized corn as grain; modernized labour spelling
1 Timothy 5:19,1TI,1 Timothy,5,19,κατα πρεσβυτερου κατηγοριαν μη παραδεχου εκτος ει μη επι δυο η τριων μαρτυρων,kata presbuterou kathgorian mh paradecou ektov ei mh epi duo h triwn marturwn,,,Do not receive an accusation against an elder except upon two or three witnesses.,"Against an elder receive not an accusation, but before two or three witnesses.",tr_literal_manual,manual TR literal override
1 Timothy 5:20,1TI,1 Timothy,5,20,τους αμαρτανοντας ενωπιον παντων ελεγχε ινα και οι λοιποι φοβον εχωσιν,touv amartanontav enwpion pantwn elegce ina kai oi loipoi fobon ecwsin,,,"those who sin rebuke before all, that others also may fear.","Them that sin rebuke before all, that others also may fear.",tr_literal_pass1,modernized them-that relative
1 Timothy 5:21,1TI,1 Timothy,5,21,διαμαρτυρομαι ενωπιον του θεου και κυριου ιησου χριστου και των εκλεκτων αγγελων ινα ταυτα φυλαξης χωρις προκριματος μηδεν ποιων κατα προσκλισιν,diamarturomai enwpion tou yeou kai kuriou ihsou cristou kai twn eklektwn aggelwn ina tauta fulaxhv cwriv prokrimatov mhden poiwn kata prosklisin,,,"I charge you before God, and the Lord Jesus Christ, and the elect angels, that you observe these things without preferring one before another, doing nothing by partiality.","I charge you before God, and the Lord Jesus Christ, and the elect angels, that you observe these things without preferring one before another, doing nothing by partiality.",tr_literal_pass1,normalized NT kurios as Lord
1 Timothy 5:22,1TI,1 Timothy,5,22,χειρας ταχεως μηδενι επιτιθει μηδε κοινωνει αμαρτιαις αλλοτριαις σεαυτον αγνον τηρει,ceirav tacewv mhdeni epitiyei mhde koinwnei amartiaiv allotriaiv seauton agnon threi,,,"Lay hands suddenly on no one, neither be partaker of other men's sins: keep yourself pure.","Lay hands suddenly on no man, neither be partaker of other men's sins: keep yourself pure.",tr_literal_pass1,modernized no-man idiom
1 Timothy 5:23,1TI,1 Timothy,5,23,μηκετι υδροποτει αλλ οινω ολιγω χρω δια τον στομαχον σου και τας πυκνας σου ασθενειας,mhketi udropotei all oinw oligw crw dia ton stomacon sou kai tav puknav sou asyeneiav,,,"Drink no longer water, but use a little wine for your stomach's sake and your often infirmities.","Drink no longer water, but use a little wine for your stomach's sake and yours often infirmities.",tr_literal_pass1,modernized yours before noun
1 Timothy 5:24,1TI,1 Timothy,5,24,τινων ανθρωπων αι αμαρτιαι προδηλοι εισιν προαγουσαι εις κρισιν τισιν δε και επακολουθουσιν,tinwn anyrwpwn ai amartiai prodhloi eisin proagousai eiv krisin tisin de kai epakolouyousin,,,"Some men's sins are manifest beforehand, going before to judgment; and some also follow after.","Some men's sins are open beforehand, going before to judgment; and some men they follow after.",tr_literal_manual,manual TR literal override
1 Timothy 5:25,1TI,1 Timothy,5,25,ωσαυτως και τα καλα εργα προδηλα εστιν και τα αλλως εχοντα κρυβηναι ου δυναται,wsautwv kai ta kala erga prodhla estin kai ta allwv econta krubhnai ou dunatai,,,Likewise also the good works of some are manifest beforehand; and those who are otherwise cannot be hid.,Likewise also the good works of some are manifest beforehand; and they that are otherwise cannot be hid.,tr_literal_pass1,modernized they-that relative
1 Timothy 6:1,1TI,1 Timothy,6,1,οσοι εισιν υπο ζυγον δουλοι τους ιδιους δεσποτας πασης τιμης αξιους ηγεισθωσαν ινα μη το ονομα του θεου και η διδασκαλια βλασφημηται,osoi eisin upo zugon douloi touv idiouv despotav pashv timhv axiouv hgeisywsan ina mh to onoma tou yeou kai h didaskalia blasfhmhtai,,,"Let as many slaves as are under the yoke count their own masters worthy of all honor, that the name of God and the teaching may not be blasphemed.","Let as many servants as are under the yoke count their own masters worthy of all honour, that the name of God and his doctrine be not blasphemed.",tr_literal_manual,manual TR literal override
1 Timothy 6:2,1TI,1 Timothy,6,2,οι δε πιστους εχοντες δεσποτας μη καταφρονειτωσαν οτι αδελφοι εισιν αλλα μαλλον δουλευετωσαν οτι πιστοι εισιν και αγαπητοι οι της ευεργεσιας αντιλαμβανομενοι ταυτα διδασκε και παρακαλει,oi de pistouv econtev despotav mh katafroneitwsan oti adelfoi eisin alla mallon douleuetwsan oti pistoi eisin kai agaphtoi oi thv euergesiav antilambanomenoi tauta didaske kai parakalei,,,"And those who have believing masters, let them not despise them, because they are brothers; but rather do them service, because they are faithful and beloved, partakers of the benefit. These things teach and exhort.","And they that have believing masters, let them not despise them, because they are brethren; but rather do them service, because they are faithful and beloved, partakers of the benefit. These things teach and exhort.",tr_literal_pass1,modernized they-that relative; rendered adelphoi-family wording as brothers
1 Timothy 6:3,1TI,1 Timothy,6,3,ει τις ετεροδιδασκαλει και μη προσερχεται υγιαινουσιν λογοις τοις του κυριου ημων ιησου χριστου και τη κατ ευσεβειαν διδασκαλια,ei tiv eterodidaskalei kai mh prosercetai ugiainousin logoiv toiv tou kuriou hmwn ihsou cristou kai th kat eusebeian didaskalia,,,"If anyone teach otherwise, and consent not to wholesome words, even the words of our Lord Jesus Christ, and to the doctrine which is according to godliness;","If any man teach otherwise, and consent not to wholesome words, (o. logos) even the words of our Lord Jesus Christ, and to the doctrine which is according to godliness;",tr_literal_pass1,modernized any-man idiom; normalized NT kurios as Lord; removed UKJV inline Strong-style lexical marker
1 Timothy 6:4,1TI,1 Timothy,6,4,τετυφωται μηδεν επισταμενος αλλα νοσων περι ζητησεις και λογομαχιας εξ ων γινεται φθονος ερις βλασφημιαι υπονοιαι πονηραι,tetufwtai mhden epistamenov alla noswn peri zhthseiv kai logomaciav ex wn ginetai fyonov eriv blasfhmiai uponoiai ponhrai,,,"He is proud, knowing nothing, but doting about questions and strifes of words, of which comes envy, strife, railings, evil questionings,","He is proud, knowing nothing, but doting about questions and strifes of words, whereof comes envy, strife, railings, evil questionings,",tr_literal_pass1,modernized whereof
1 Timothy 6:5,1TI,1 Timothy,6,5,παραδιατριβαι διεφθαρμενων ανθρωπων τον νουν και απεστερημενων της αληθειας νομιζοντων πορισμον ειναι την ευσεβειαν αφιστασο απο των τοιουτων,paradiatribai diefyarmenwn anyrwpwn ton noun kai apesterhmenwn thv alhyeiav nomizontwn porismon einai thn eusebeian afistaso apo twn toioutwn,,,"constant disputes of men corrupted in mind and deprived of the truth, supposing godliness to be gain: from such withdraw yourself.","Perverse disputings of men of corrupt minds, and destitute of the truth, supposing that gain is godliness: from such withdraw yourself.",tr_literal_manual,manual TR literal override
1 Timothy 6:6,1TI,1 Timothy,6,6,εστιν δε πορισμος μεγας η ευσεβεια μετα αυταρκειας,estin de porismov megav h eusebeia meta autarkeiav,,,But godliness with contentment is great gain.,But godliness with contentment is great gain.,needs_focused_tr_review,UKJV seed retained; needs focused Greek review
1 Timothy 6:7,1TI,1 Timothy,6,7,ουδεν γαρ εισηνεγκαμεν εις τον κοσμον δηλον οτι ουδε εξενεγκειν τι δυναμεθα,ouden gar eishnegkamen eiv ton kosmon dhlon oti oude exenegkein ti dunameya,,,"For we brought nothing into the world, and it is clear that we can carry nothing out.","For we brought nothing into this world, and it is certain we can carry nothing out.",tr_literal_manual,manual TR literal override
1 Timothy 6:8,1TI,1 Timothy,6,8,εχοντες δε διατροφας και σκεπασματα τουτοις αρκεσθησομεθα,econtev de diatrofav kai skepasmata toutoiv arkesyhsomeya,,,And having food and clothing let us be with it content.,And having food and raiment let us be therewith content.,tr_literal_pass1,modernized raiment; modernized therewith
1 Timothy 6:9,1TI,1 Timothy,6,9,οι δε βουλομενοι πλουτειν εμπιπτουσιν εις πειρασμον και παγιδα και επιθυμιας πολλας ανοητους και βλαβερας αιτινες βυθιζουσιν τους ανθρωπους εις ολεθρον και απωλειαν,oi de boulomenoi ploutein empiptousin eiv peirasmon kai pagida kai epiyumiav pollav anohtouv kai blaberav aitinev buyizousin touv anyrwpouv eiv oleyron kai apwleian,,,"But those who will be rich fall into temptation and a snare, and into many foolish and hurtful lusts, which drown men in destruction and ruin.","But they that will be rich fall into temptation and a snare, and into many foolish and hurtful lusts, which drown men in destruction and perdition.",tr_literal_manual,manual TR literal override
1 Timothy 6:10,1TI,1 Timothy,6,10,ριζα γαρ παντων των κακων εστιν η φιλαργυρια ης τινες ορεγομενοι απεπλανηθησαν απο της πιστεως και εαυτους περιεπειραν οδυναις πολλαις,riza gar pantwn twn kakwn estin h filarguria hv tinev oregomenoi apeplanhyhsan apo thv pistewv kai eautouv periepeiran odunaiv pollaiv,,,"For the love of money is a root of all the evils: which some reaching after were led astray from the faith, and pierced themselves through with many pains.","For the love of money is the root of all evil: which while some coveted after, they have erred from the faith, and pierced themselves through with many sorrows.",tr_literal_manual,manual TR literal override
1 Timothy 6:11,1TI,1 Timothy,6,11,συ δε ω ανθρωπε του θεου ταυτα φευγε διωκε δε δικαιοσυνην ευσεβειαν πιστιν αγαπην υπομονην πραοτητα,su de w anyrwpe tou yeou tauta feuge diwke de dikaiosunhn eusebeian pistin agaphn upomonhn praothta,,,"But you, O man of God, flee these things; and follow after righteousness, godliness, faith, love, patience, meekness.","But you, O man of God, flee these things; and follow after righteousness, godliness, faith, love, (o. agape) patience, meekness.",tr_literal_pass1,removed UKJV inline Strong-style lexical marker
1 Timothy 6:12,1TI,1 Timothy,6,12,αγωνιζου τον καλον αγωνα της πιστεως επιλαβου της αιωνιου ζωης εις ην και εκληθης και ωμολογησας την καλην ομολογιαν ενωπιον πολλων μαρτυρων,agwnizou ton kalon agwna thv pistewv epilabou thv aiwniou zwhv eiv hn kai eklhyhv kai wmologhsav thn kalhn omologian enwpion pollwn marturwn,,,"Fight the good fight of faith, lay hold on eternal life, to which you are also called, and have professed a good confession before many witnesses.","Fight the good fight of faith, lay hold on eternal life, unto which you are also called, and have professed a good profession before many witnesses.",tr_literal_pass1,modernized archaic directional unto; rendered homologia as confession
1 Timothy 6:13,1TI,1 Timothy,6,13,παραγγελλω σοι ενωπιον του θεου του ζωοποιουντος τα παντα και χριστου ιησου του μαρτυρησαντος επι ποντιου πιλατου την καλην ομολογιαν,paraggellw soi enwpion tou yeou tou zwopoiountov ta panta kai cristou ihsou tou marturhsantov epi pontiou pilatou thn kalhn omologian,,,"I give you charge in the sight of God, who gives life to all things, and before Christ Jesus, who before Pontius Pilate witnessed a good confession;","I give you charge in the sight of God, who replenishes life to all things, and before Christ Jesus, who before Pontius Pilate witnessed a good confession;",tr_literal_pass1,rendered zoopoieo as gives life
1 Timothy 6:14,1TI,1 Timothy,6,14,τηρησαι σε την εντολην ασπιλον ανεπιληπτον μεχρι της επιφανειας του κυριου ημων ιησου χριστου,thrhsai se thn entolhn aspilon anepilhpton mecri thv epifaneiav tou kuriou hmwn ihsou cristou,,,"That you keep this commandment without spot, blameless, until the appearing of our Lord Jesus Christ:","That you keep this commandment without spot, blameless, until the appearing of our Lord Jesus Christ:",tr_literal_pass1,normalized NT kurios as Lord
1 Timothy 6:15,1TI,1 Timothy,6,15,ην καιροις ιδιοις δειξει ο μακαριος και μονος δυναστης ο βασιλευς των βασιλευοντων και κυριος των κυριευοντων,hn kairoiv idioiv deixei o makariov kai monov dunasthv o basileuv twn basileuontwn kai kuriov twn kurieuontwn,,,"Which in his times he shall show, who is the blessed and only Potentate, the King of kings, and Lord of lords;","Which in his times he shall show, who is the blessed and only Potentate, the King of kings, and Lord of lords;",tr_literal_pass1,normalized NT kurios as Lord
1 Timothy 6:16,1TI,1 Timothy,6,16,ο μονος εχων αθανασιαν φως οικων απροσιτον ον ειδεν ουδεις ανθρωπων ουδε ιδειν δυναται ω τιμη και κρατος αιωνιον αμην,o monov ecwn ayanasian fwv oikwn aprositon on eiden oudeiv anyrwpwn oude idein dunatai w timh kai kratov aiwnion amhn,,,"Who only has immortality, dwelling in the light which no one can approach to; whom no one has seen, nor can see: to whom be honor and power eternal. Amen.","Who only has immortality, dwelling in the light which no man can approach unto; whom no man has seen, nor can see: to whom be honour and power everlasting. Amen.",tr_literal_pass1,modernized archaic directional unto; modernized honour spelling; modernized no-man idiom; rendered aionios as eternal
1 Timothy 6:17,1TI,1 Timothy,6,17,τοις πλουσιοις εν τω νυν αιωνι παραγγελλε μη υψηλοφρονειν μηδε ηλπικεναι επι πλουτου αδηλοτητι αλλ εν τω θεω τω ζωντι τω παρεχοντι ημιν πλουσιως παντα εις απολαυσιν,toiv plousioiv en tw nun aiwni paraggelle mh uqhlofronein mhde hlpikenai epi ploutou adhlothti all en tw yew tw zwnti tw pareconti hmin plousiwv panta eiv apolausin,,,"Charge those who are rich in the present age not to be high-minded, nor to have hope in uncertain riches, but in the living God, who gives us richly all things to enjoy;","Charge them that are rich in this world, that they be not high-minded, nor trust in uncertain riches, but in the living God, who gives us richly all things to enjoy;",tr_literal_manual,manual TR literal override
1 Timothy 6:18,1TI,1 Timothy,6,18,αγαθοεργειν πλουτειν εν εργοις καλοις ευμεταδοτους ειναι κοινωνικους,agayoergein ploutein en ergoiv kaloiv eumetadotouv einai koinwnikouv,,,"That they do good, that they be rich in good works, ready to share, generous;","That they do good, that they be rich in good works, ready to distribute, willing to communicate;",tr_literal_manual,manual TR literal override
1 Timothy 6:19,1TI,1 Timothy,6,19,αποθησαυριζοντας εαυτοις θεμελιον καλον εις το μελλον ινα επιλαβωνται της αιωνιου ζωης,apoyhsaurizontav eautoiv yemelion kalon eiv to mellon ina epilabwntai thv aiwniou zwhv,,,"storing up for themselves a good foundation for the future, that they may lay hold on eternal life.","Laying up in store for themselves a good foundation against the time to come, that they may lay hold on eternal life.",tr_literal_manual,manual TR literal override
1 Timothy 6:20,1TI,1 Timothy,6,20,ω τιμοθεε την παρακαταθηκην φυλαξον εκτρεπομενος τας βεβηλους κενοφωνιας και αντιθεσεις της ψευδωνυμου γνωσεως,w timoyee thn parakatayhkhn fulaxon ektrepomenov tav bebhlouv kenofwniav kai antiyeseiv thv qeudwnumou gnwsewv,,,"O Timothy, guard the deposit, turning away from profane empty babblings and oppositions of falsely named knowledge:","O Timothy, keep that which is committed to your trust, avoiding profane and vain babblings, and oppositions of science falsely so called:",tr_literal_manual,manual TR literal override
1 Timothy 6:21,1TI,1 Timothy,6,21,ην τινες επαγγελλομενοι περι την πιστιν ηστοχησαν η χαρις μετα σου αμην,hn tinev epaggellomenoi peri thn pistin hstochsan h cariv meta sou amhn,,,which some professing have missed the mark concerning the faith. Grace be with you. Amen.,Which some professing have erred concerning the faith. Grace be with you. Amen.,tr_literal_manual,manual TR literal override
2 Timothy 1:1,2TI,2 Timothy,1,1,[ΠΑΥΛΟΥ ΤΟΥ ΑΠΟΣΤΟΛΟΥ Η ΠΡΟΣ ΤΙΜΟΘΕΟΝ ΕΠΙΣΤΟΛΗ ΔΕΥΤΕΡΑ] παυλος αποστολος ιησου χριστου δια θεληματος θεου κατ επαγγελιαν ζωης της εν χριστω ιησου,[PAULOU TOU APOSTOLOU H PROS TIMOYEON EPISTOLH DEUTERA] paulov apostolov ihsou cristou dia yelhmatov yeou kat epaggelian zwhv thv en cristw ihsou,,,"Paul, an apostle of Jesus Christ by the will of God, according to the promise of life which is in Christ Jesus,","Paul, an apostle of Jesus Christ by the will of God, according to the promise of life which is in Christ Jesus,",needs_focused_tr_review,UKJV seed retained; needs focused Greek review
2 Timothy 1:2,2TI,2 Timothy,1,2,τιμοθεω αγαπητω τεκνω χαρις ελεος ειρηνη απο θεου πατρος και χριστου ιησου του κυριου ημων,timoyew agaphtw teknw cariv eleov eirhnh apo yeou patrov kai cristou ihsou tou kuriou hmwn,,,"To Timothy, my dearly beloved son: Grace, mercy, and peace, from God the Father and Christ Jesus our Lord.","To Timothy, my dearly beloved son: Grace, mercy, and peace, from God the Father and Christ Jesus our Lord.",tr_literal_pass1,normalized NT kurios as Lord
2 Timothy 1:3,2TI,2 Timothy,1,3,χαριν εχω τω θεω ω λατρευω απο προγονων εν καθαρα συνειδησει ως αδιαλειπτον εχω την περι σου μνειαν εν ταις δεησεσιν μου νυκτος και ημερας,carin ecw tw yew w latreuw apo progonwn en kayara suneidhsei wv adialeipton ecw thn peri sou mneian en taiv dehsesin mou nuktov kai hmerav,,,"I thank God, whom I serve from my forefathers with pure conscience, that without ceasing I have remembrance of you in my prayers night and day;","I thank God, whom I serve from my forefathers with pure conscience, that without ceasing I have remembrance of you in my prayers night and day;",needs_focused_tr_review,UKJV seed retained; needs focused Greek review
2 Timothy 1:4,2TI,2 Timothy,1,4,επιποθων σε ιδειν μεμνημενος σου των δακρυων ινα χαρας πληρωθω,epipoywn se idein memnhmenov sou twn dakruwn ina carav plhrwyw,,,"longing to see you, remembering your tears, that I may be filled with joy;","Greatly desiring to see you, being mindful of your tears, that I may be filled with joy;",tr_literal_manual,manual TR literal override
2 Timothy 1:5,2TI,2 Timothy,1,5,υπομνησιν λαμβανων της εν σοι ανυποκριτου πιστεως ητις ενωκησεν πρωτον εν τη μαμμη σου λωιδι και τη μητρι σου ευνικη πεπεισμαι δε οτι και εν σοι,upomnhsin lambanwn thv en soi anupokritou pistewv htiv enwkhsen prwton en th mammh sou lwidi kai th mhtri sou eunikh pepeismai de oti kai en soi,,,"being reminded of the sincere faith in you, which dwelt first in your grandmother Lois and your mother Eunice; and I am persuaded that it is also in you.","When I call to remembrance the sincere faith that is in you, which dwelt first in your grandmother Lois, and your mother Eunice; and I am persuaded that in you also.",tr_literal_manual,manual TR literal override
2 Timothy 1:6,2TI,2 Timothy,1,6,δι ην αιτιαν αναμιμνησκω σε αναζωπυρειν το χαρισμα του θεου ο εστιν εν σοι δια της επιθεσεως των χειρων μου,di hn aitian anamimnhskw se anazwpurein to carisma tou yeou o estin en soi dia thv epiyesewv twn ceirwn mou,,,"Therefore I put you in remembrance that you stir up the gift of God, who is in you by the putting on of my hands.","Wherefore I put you in remembrance that you stir up the gift of God, which is in you by the putting on of my hands.",tr_literal_pass1,modernized personal which as who; modernized wherefore
2 Timothy 1:7,2TI,2 Timothy,1,7,ου γαρ εδωκεν ημιν ο θεος πνευμα δειλιας αλλα δυναμεως και αγαπης και σωφρονισμου,ou gar edwken hmin o yeov pneuma deiliav alla dunamewv kai agaphv kai swfronismou,,,"For God has not given us the spirit of fear; but of power, and of love, and of a sound mind.","For God has not given us the spirit (o. pneuma) of fear; but of power, and of love, (o. agape) and of a sound mind.",tr_literal_pass1,removed UKJV inline Strong-style lexical marker
2 Timothy 1:8,2TI,2 Timothy,1,8,μη ουν επαισχυνθης το μαρτυριον του κυριου ημων μηδε εμε τον δεσμιον αυτου αλλα συγκακοπαθησον τω ευαγγελιω κατα δυναμιν θεου,mh oun epaiscunyhv to marturion tou kuriou hmwn mhde eme ton desmion autou alla sugkakopayhson tw euaggeliw kata dunamin yeou,,,"Do not therefore be ashamed of the testimony of our Lord, nor of me his prisoner: but be partaker of the afflictions of the good news according to the power of God;","Be not you therefore ashamed of the testimony of our Lord, nor of me his prisoner: but be you partaker of the afflictions of the gospel according to the power of God;",tr_literal_pass1,modernized be-not-you imperative; modernized be-you imperative; normalized NT kurios as Lord; rendered euangelion as good news
2 Timothy 1:9,2TI,2 Timothy,1,9,του σωσαντος ημας και καλεσαντος κλησει αγια ου κατα τα εργα ημων αλλα κατ ιδιαν προθεσιν και χαριν την δοθεισαν ημιν εν χριστω ιησου προ χρονων αιωνιων,tou swsantov hmav kai kalesantov klhsei agia ou kata ta erga hmwn alla kat idian proyesin kai carin thn doyeisan hmin en cristw ihsou pro cronwn aiwniwn,,,"Who has saved us, and called us with a holy calling, not according to our works, but according to his own purpose and grace, which was given us in Christ Jesus before the world began,","Who has saved us, and called us with an holy calling, not according to our works, but according to his own purpose and grace, which was given us in Christ Jesus before the world began,",tr_literal_pass1,modernized article before h-word
2 Timothy 1:10,2TI,2 Timothy,1,10,φανερωθεισαν δε νυν δια της επιφανειας του σωτηρος ημων ιησου χριστου καταργησαντος μεν τον θανατον φωτισαντος δε ζωην και αφθαρσιαν δια του ευαγγελιου,fanerwyeisan de nun dia thv epifaneiav tou swthrov hmwn ihsou cristou katarghsantov men ton yanaton fwtisantov de zwhn kai afyarsian dia tou euaggeliou,,,"But is now made manifest by the appearing of our Savior Jesus Christ, who has abolished death, and has brought life and immortality to light through the good news:","But is now made manifest by the appearing of our Saviour Jesus Christ, who has abolished death, and has brought life and immortality to light through the gospel:",tr_literal_pass1,modernized Saviour spelling; rendered euangelion as good news
2 Timothy 1:11,2TI,2 Timothy,1,11,εις ο ετεθην εγω κηρυξ και αποστολος και διδασκαλος εθνων,eiv o eteyhn egw khrux kai apostolov kai didaskalov eynwn,,,"To which I am appointed a preacher, and an apostle, and a teacher of the nations.","Unto which I am appointed a preacher, and an apostle, and a teacher of the Gentiles.",tr_literal_pass1,modernized archaic directional unto; rendered ethne as nations
2 Timothy 1:12,2TI,2 Timothy,1,12,δι ην αιτιαν και ταυτα πασχω αλλ ουκ επαισχυνομαι οιδα γαρ ω πεπιστευκα και πεπεισμαι οτι δυνατος εστιν την παραθηκην μου φυλαξαι εις εκεινην την ημεραν,di hn aitian kai tauta pascw all ouk epaiscunomai oida gar w pepisteuka kai pepeismai oti dunatov estin thn parayhkhn mou fulaxai eiv ekeinhn thn hmeran,,,"For this reason I also suffer these things: nevertheless I am not ashamed: for I know whom I have believed, and am persuaded that he is able to keep that which I have committed to him against that day.","For the which cause I also suffer these things: nevertheless I am not ashamed: for I know whom I have believed, and am persuaded that he is able to keep that which I have committed unto him against that day.",tr_literal_pass1,modernized archaic directional unto; modernized for-which-cause idiom
2 Timothy 1:13,2TI,2 Timothy,1,13,υποτυπωσιν εχε υγιαινοντων λογων ων παρ εμου ηκουσας εν πιστει και αγαπη τη εν χριστω ιησου,upotupwsin ece ugiainontwn logwn wn par emou hkousav en pistei kai agaph th en cristw ihsou,,,"Hold fast the form of sound words, which you have heard of me, in faith and love which is in Christ Jesus.","Hold fast the form of sound words, (o. logos) which you have heard of me, in faith and love (o. agape) which is in Christ Jesus.",tr_literal_pass1,removed UKJV inline Strong-style lexical marker
2 Timothy 1:14,2TI,2 Timothy,1,14,την καλην παρακαταθηκην φυλαξον δια πνευματος αγιου του ενοικουντος εν ημιν,thn kalhn parakatayhkhn fulaxon dia pneumatov agiou tou enoikountov en hmin,,,That good thing which was committed to you keep by the Holy Spirit which dwells in us.,That good thing which was committed unto you keep by the Holy Spirit (o. pneuma) which dwells in us.,tr_literal_pass1,modernized archaic directional unto; removed UKJV inline Strong-style lexical marker
